Time (UTC),Actual Total Load [MW] - France (FR),Day-ahead Total Load Forecast [MW] - France (FR)
23.12.2024 00:00 - 23.12.2024 01:00,54582,-
23.12.2024 01:00 - 23.12.2024 02:00,53532,-
23.12.2024 02:00 - 23.12.2024 03:00,51551,-
23.12.2024 03:00 - 23.12.2024 04:00,50889,-
23.12.2024 04:00 - 23.12.2024 05:00,52862,-
23.12.2024 05:00 - 23.12.2024 06:00,56591,-
23.12.2024 06:00 - 23.12.2024 07:00,60246,-
23.12.2024 07:00 - 23.12.2024 08:00,63305,-
23.12.2024 08:00 - 23.12.2024 09:00,64809,-
23.12.2024 09:00 - 23.12.2024 10:00,65332,-
23.12.2024 10:00 - 23.12.2024 11:00,65616,-
23.12.2024 11:00 - 23.12.2024 12:00,66336,-
23.12.2024 12:00 - 23.12.2024 13:00,64599,-
23.12.2024 13:00 - 23.12.2024 14:00,62943,-
23.12.2024 14:00 - 23.12.2024 15:00,61556,-
23.12.2024 15:00 - 23.12.2024 16:00,61329,-
23.12.2024 16:00 - 23.12.2024 17:00,63490,-
23.12.2024 17:00 - 23.12.2024 18:00,65637,-
23.12.2024 18:00 - 23.12.2024 19:00,65876,-
23.12.2024 19:00 - 23.12.2024 20:00,62730,-
23.12.2024 20:00 - 23.12.2024 21:00,60091,-
23.12.2024 21:00 - 23.12.2024 22:00,60715,-
23.12.2024 22:00 - 23.12.2024 23:00,60239,-
23.12.2024 23:00 - 24.12.2024 00:00,57716,-
24.12.2024 00:00 - 24.12.2024 01:00,55402,-
24.12.2024 01:00 - 24.12.2024 02:00,53941,-
24.12.2024 02:00 - 24.12.2024 03:00,51683,-
24.12.2024 03:00 - 24.12.2024 04:00,50615,-
24.12.2024 04:00 - 24.12.2024 05:00,52160,-
24.12.2024 05:00 - 24.12.2024 06:00,55224,-
24.12.2024 06:00 - 24.12.2024 07:00,58466,-
24.12.2024 07:00 - 24.12.2024 08:00,60807,-
