Time (UTC),Actual Total Load [MW] - France (FR),Day-ahead Total Load Forecast [MW] - France (FR)
09.12.2024 00:00 - 09.12.2024 01:00,53730,-
09.12.2024 01:00 - 09.12.2024 02:00,52603,-
09.12.2024 02:00 - 09.12.2024 03:00,50788,-
09.12.2024 03:00 - 09.12.2024 04:00,50567,-
09.12.2024 04:00 - 09.12.2024 05:00,53580,-
09.12.2024 05:00 - 09.12.2024 06:00,59208,-
09.12.2024 06:00 - 09.12.2024 07:00,64438,-
09.12.2024 07:00 - 09.12.2024 08:00,67012,-
09.12.2024 08:00 - 09.12.2024 09:00,68213,-
09.12.2024 09:00 - 09.12.2024 10:00,68712,-
09.12.2024 10:00 - 09.12.2024 11:00,69498,-
09.12.2024 11:00 - 09.12.2024 12:00,70590,-
09.12.2024 12:00 - 09.12.2024 13:00,69508,-
09.12.2024 13:00 - 09.12.2024 14:00,68248,-
09.12.2024 14:00 - 09.12.2024 15:00,66909,-
09.12.2024 15:00 - 09.12.2024 16:00,66389,-
09.12.2024 16:00 - 09.12.2024 17:00,68273,-
09.12.2024 17:00 - 09.12.2024 18:00,70848,-
09.12.2024 18:00 - 09.12.2024 19:00,70968,-
09.12.2024 19:00 - 09.12.2024 20:00,67159,-
09.12.2024 20:00 - 09.12.2024 21:00,63566,-
09.12.2024 21:00 - 09.12.2024 22:00,63484,-
09.12.2024 22:00 - 09.12.2024 23:00,62772,-
09.12.2024 23:00 - 10.12.2024 00:00,60085,-
10.12.2024 00:00 - 10.12.2024 01:00,58065,-
10.12.2024 01:00 - 10.12.2024 02:00,56770,-
10.12.2024 02:00 - 10.12.2024 03:00,54899,-
10.12.2024 03:00 - 10.12.2024 04:00,54498,-
10.12.2024 04:00 - 10.12.2024 05:00,57079,-
10.12.2024 05:00 - 10.12.2024 06:00,62463,-
10.12.2024 06:00 - 10.12.2024 07:00,67673,-
10.12.2024 07:00 - 10.12.2024 08:00,69629,-
10.12.2024 08:00 - 10.12.2024 09:00,70143,-
10.12.2024 09:00 - 10.12.2024 10:00,69795,-
10.12.2024 10:00 - 10.12.2024 11:00,71682,-
10.12.2024 11:00 - 10.12.2024 12:00,72216,-
10.12.2024 12:00 - 10.12.2024 13:00,71201,-
10.12.2024 13:00 - 10.12.2024 14:00,69548,-
10.12.2024 14:00 - 10.12.2024 15:00,68233,-
10.12.2024 15:00 - 10.12.2024 16:00,67502,-
10.12.2024 16:00 - 10.12.2024 17:00,69600,-
10.12.2024 17:00 - 10.12.2024 18:00,71744,-
10.12.2024 18:00 - 10.12.2024 19:00,71872,-
10.12.2024 19:00 - 10.12.2024 20:00,68202,-
10.12.2024 20:00 - 10.12.2024 21:00,64758,-
10.12.2024 21:00 - 10.12.2024 22:00,64645,-
10.12.2024 22:00 - 10.12.2024 23:00,64220,-
10.12.2024 23:00 - 11.12.2024 00:00,61553,-
11.12.2024 00:00 - 11.12.2024 01:00,59115,-
11.12.2024 01:00 - 11.12.2024 02:00,57933,-
11.12.2024 02:00 - 11.12.2024 03:00,56140,-
11.12.2024 03:00 - 11.12.2024 04:00,55635,-
11.12.2024 04:00 - 11.12.2024 05:00,58034,-
11.12.2024 05:00 - 11.12.2024 06:00,62896,-
11.12.2024 06:00 - 11.12.2024 07:00,67877,-
11.12.2024 07:00 - 11.12.2024 08:00,70442,-
11.12.2024 08:00 - 11.12.2024 09:00,70984,-
11.12.2024 09:00 - 11.12.2024 10:00,70875,-
11.12.2024 10:00 - 11.12.2024 11:00,71517,-
11.12.2024 11:00 - 11.12.2024 12:00,72615,-
11.12.2024 12:00 - 11.12.2024 13:00,71345,-
11.12.2024 13:00 - 11.12.2024 14:00,70096,-
11.12.2024 14:00 - 11.12.2024 15:00,68566,-
11.12.2024 15:00 - 11.12.2024 16:00,68266,-
11.12.2024 16:00 - 11.12.2024 17:00,70380,-
11.12.2024 17:00 - 11.12.2024 18:00,73100,-
11.12.2024 18:00 - 11.12.2024 19:00,73041,-
11.12.2024 19:00 - 11.12.2024 20:00,69733,-
11.12.2024 20:00 - 11.12.2024 21:00,66138,-
11.12.2024 21:00 - 11.12.2024 22:00,66298,-
11.12.2024 22:00 - 11.12.2024 23:00,65691,-
11.12.2024 23:00 - 12.12.2024 00:00,63282,-
12.12.2024 00:00 - 12.12.2024 01:00,61634,-
12.12.2024 01:00 - 12.12.2024 02:00,60442,-
12.12.2024 02:00 - 12.12.2024 03:00,58727,-
12.12.2024 03:00 - 12.12.2024 04:00,58175,-
12.12.2024 04:00 - 12.12.2024 05:00,60580,-
12.12.2024 05:00 - 12.12.2024 06:00,66042,-
12.12.2024 06:00 - 12.12.2024 07:00,71250,-
12.12.2024 07:00 - 12.12.2024 08:00,73763,-
12.12.2024 08:00 - 12.12.2024 09:00,73956,-
12.12.2024 09:00 - 12.12.2024 10:00,73286,-
12.12.2024 10:00 - 12.12.2024 11:00,73399,-
12.12.2024 11:00 - 12.12.2024 12:00,73666,-
12.12.2024 12:00 - 12.12.2024 13:00,71904,-
12.12.2024 13:00 - 12.12.2024 14:00,69845,-
12.12.2024 14:00 - 12.12.2024 15:00,68176,-
12.12.2024 15:00 - 12.12.2024 16:00,67817,-
12.12.2024 16:00 - 12.12.2024 17:00,70829,-
12.12.2024 17:00 - 12.12.2024 18:00,73709,-
12.12.2024 18:00 - 12.12.2024 19:00,73865,-
12.12.2024 19:00 - 12.12.2024 20:00,70241,-
12.12.2024 20:00 - 12.12.2024 21:00,67107,-
12.12.2024 21:00 - 12.12.2024 22:00,67535,-
12.12.2024 22:00 - 12.12.2024 23:00,66799,-
12.12.2024 23:00 - 13.12.2024 00:00,64358,-
13.12.2024 00:00 - 13.12.2024 01:00,62619,-
13.12.2024 01:00 - 13.12.2024 02:00,61337,-
13.12.2024 02:00 - 13.12.2024 03:00,59459,-
13.12.2024 03:00 - 13.12.2024 04:00,58884,-
13.12.2024 04:00 - 13.12.2024 05:00,61287,-
13.12.2024 05:00 - 13.12.2024 06:00,66323,-
13.12.2024 06:00 - 13.12.2024 07:00,71574,-
13.12.2024 07:00 - 13.12.2024 08:00,74036,-
13.12.2024 08:00 - 13.12.2024 09:00,74655,-
13.12.2024 09:00 - 13.12.2024 10:00,74832,-
13.12.2024 10:00 - 13.12.2024 11:00,74950,-
13.12.2024 11:00 - 13.12.2024 12:00,75510,-
13.12.2024 12:00 - 13.12.2024 13:00,73554,-
13.12.2024 13:00 - 13.12.2024 14:00,71451,-
13.12.2024 14:00 - 13.12.2024 15:00,69938,-
13.12.2024 15:00 - 13.12.2024 16:00,69229,-
13.12.2024 16:00 - 13.12.2024 17:00,71903,-
13.12.2024 17:00 - 13.12.2024 18:00,74048,-
13.12.2024 18:00 - 13.12.2024 19:00,73433,-
13.12.2024 19:00 - 13.12.2024 20:00,70299,-
13.12.2024 20:00 - 13.12.2024 21:00,67558,-
13.12.2024 21:00 - 13.12.2024 22:00,68002,-
13.12.2024 22:00 - 13.12.2024 23:00,67160,-
13.12.2024 23:00 - 14.12.2024 00:00,64103,-
14.12.2024 00:00 - 14.12.2024 01:00,62154,-
14.12.2024 01:00 - 14.12.2024 02:00,60312,-
14.12.2024 02:00 - 14.12.2024 03:00,57868,-
14.12.2024 03:00 - 14.12.2024 04:00,56486,-
14.12.2024 04:00 - 14.12.2024 05:00,57073,-
14.12.2024 05:00 - 14.12.2024 06:00,58743,-
14.12.2024 06:00 - 14.12.2024 07:00,60965,-
14.12.2024 07:00 - 14.12.2024 08:00,63289,-
14.12.2024 08:00 - 14.12.2024 09:00,65908,-
14.12.2024 09:00 - 14.12.2024 10:00,66971,-
14.12.2024 10:00 - 14.12.2024 11:00,67590,-
14.12.2024 11:00 - 14.12.2024 12:00,69018,-
14.12.2024 12:00 - 14.12.2024 13:00,67208,-
14.12.2024 13:00 - 14.12.2024 14:00,64445,-
14.12.2024 14:00 - 14.12.2024 15:00,62692,-
14.12.2024 15:00 - 14.12.2024 16:00,62251,-
14.12.2024 16:00 - 14.12.2024 17:00,64461,-
14.12.2024 17:00 - 14.12.2024 18:00,66514,-
14.12.2024 18:00 - 14.12.2024 19:00,66819,-
14.12.2024 19:00 - 14.12.2024 20:00,64399,-
14.12.2024 20:00 - 14.12.2024 21:00,62103,-
14.12.2024 21:00 - 14.12.2024 22:00,63016,-
14.12.2024 22:00 - 14.12.2024 23:00,63107,-
14.12.2024 23:00 - 15.12.2024 00:00,61051,-
15.12.2024 00:00 - 15.12.2024 01:00,58711,-
15.12.2024 01:00 - 15.12.2024 02:00,57036,-
15.12.2024 02:00 - 15.12.2024 03:00,54589,-
15.12.2024 03:00 - 15.12.2024 04:00,53257,-
