Time (UTC),Actual Total Load [MW] - France (FR),Day-ahead Total Load Forecast [MW] - France (FR)
2025-05-09 03:00:00+02:00,34880.0,35865.0
2025-05-09 03:15:00+02:00,34460.0,35301.0
2025-05-09 03:30:00+02:00,34039.0,34977.0
2025-05-09 03:45:00+02:00,33734.0,34744.0
2025-05-09 04:00:00+02:00,33429.0,34761.0
2025-05-09 04:15:00+02:00,33450.0,34692.0
2025-05-09 04:30:00+02:00,33471.0,34748.0
2025-05-09 04:45:00+02:00,33624.0,34797.0
2025-05-09 05:00:00+02:00,33777.0,35687.0
2025-05-09 05:15:00+02:00,34432.0,35937.0
2025-05-09 05:30:00+02:00,35086.0,36469.0
2025-05-09 05:45:00+02:00,35673.0,37095.0
2025-05-09 06:00:00+02:00,36259.0,38351.0
2025-05-09 06:15:00+02:00,36667.0,38915.0
2025-05-09 06:30:00+02:00,37075.0,39398.0
2025-05-09 06:45:00+02:00,37672.0,40170.0
2025-05-09 07:00:00+02:00,38269.0,41128.0
2025-05-09 07:15:00+02:00,39048.0,42005.0
2025-05-09 07:30:00+02:00,39826.0,42323.0
2025-05-09 07:45:00+02:00,40180.0,42700.0
2025-05-09 08:00:00+02:00,40534.0,43174.0
2025-05-09 08:15:00+02:00,41213.0,43777.0
2025-05-09 08:30:00+02:00,41892.0,43897.0
2025-05-09 08:45:00+02:00,42313.0,44018.0
2025-05-09 09:00:00+02:00,42733.0,44207.0
2025-05-09 09:15:00+02:00,43025.0,44393.0
2025-05-09 09:30:00+02:00,43317.0,44209.0
2025-05-09 09:45:00+02:00,43285.0,44159.0
2025-05-09 10:00:00+02:00,43253.0,44285.0
2025-05-09 10:15:00+02:00,43106.0,44081.0
2025-05-09 10:30:00+02:00,42959.0,44097.0
2025-05-09 10:45:00+02:00,42863.0,44264.0
2025-05-09 11:00:00+02:00,42766.0,44373.0
2025-05-09 11:15:00+02:00,42922.0,44150.0
2025-05-09 11:30:00+02:00,43078.0,44343.0
2025-05-09 11:45:00+02:00,44137.0,44802.0
2025-05-09 12:00:00+02:00,45196.0,45262.0
2025-05-09 12:15:00+02:00,45273.0,45322.0
2025-05-09 12:30:00+02:00,45349.0,46429.0
2025-05-09 12:45:00+02:00,45801.0,45849.0
2025-05-09 13:00:00+02:00,46252.0,45557.0
2025-05-09 13:15:00+02:00,44889.0,45022.0
2025-05-09 13:30:00+02:00,43526.0,44666.0
2025-05-09 13:45:00+02:00,43351.0,44224.0
2025-05-09 14:00:00+02:00,43176.0,43797.0
2025-05-09 14:15:00+02:00,42707.0,43361.0
2025-05-09 14:30:00+02:00,42238.0,42958.0
2025-05-09 14:45:00+02:00,41570.0,42192.0
2025-05-09 15:00:00+02:00,40902.0,41690.0
