Time (UTC),Actual Total Load [MW] - France (FR),Day-ahead Total Load Forecast [MW] - France (FR)
2025-04-09 03:00:00+02:00,40691.0,39344.0
2025-04-09 03:15:00+02:00,40312.0,38764.0
2025-04-09 03:30:00+02:00,39932.0,38514.0
2025-04-09 03:45:00+02:00,39461.0,38311.0
2025-04-09 04:00:00+02:00,38990.0,38402.0
2025-04-09 04:15:00+02:00,39120.0,38302.0
2025-04-09 04:30:00+02:00,39250.0,38313.0
2025-04-09 04:45:00+02:00,39648.0,38567.0
2025-04-09 05:00:00+02:00,40046.0,39489.0
2025-04-09 05:15:00+02:00,40801.0,39960.0
2025-04-09 05:30:00+02:00,41555.0,40829.0
2025-04-09 05:45:00+02:00,42382.0,41602.0
2025-04-09 06:00:00+02:00,43209.0,43183.0
2025-04-09 06:15:00+02:00,44653.0,44541.0
2025-04-09 06:30:00+02:00,46097.0,45600.0
2025-04-09 06:45:00+02:00,47302.0,46630.0
2025-04-09 07:00:00+02:00,48507.0,47722.0
2025-04-09 07:15:00+02:00,49342.0,48529.0
2025-04-09 07:30:00+02:00,50176.0,49227.0
2025-04-09 07:45:00+02:00,50761.0,49954.0
2025-04-09 08:00:00+02:00,51345.0,50461.0
2025-04-09 08:15:00+02:00,52188.0,50979.0
2025-04-09 08:30:00+02:00,53031.0,51374.0
2025-04-09 08:45:00+02:00,53164.0,51448.0
2025-04-09 09:00:00+02:00,53297.0,51455.0
2025-04-09 09:15:00+02:00,53366.0,51646.0
2025-04-09 09:30:00+02:00,53435.0,51481.0
2025-04-09 09:45:00+02:00,53105.0,51576.0
2025-04-09 10:00:00+02:00,52774.0,51362.0
2025-04-09 10:15:00+02:00,52463.0,51009.0
2025-04-09 10:30:00+02:00,52152.0,50748.0
2025-04-09 10:45:00+02:00,51793.0,50716.0
2025-04-09 11:00:00+02:00,51434.0,50729.0
2025-04-09 11:15:00+02:00,51564.0,50741.0
2025-04-09 11:30:00+02:00,51694.0,50924.0
2025-04-09 11:45:00+02:00,52071.0,51095.0
2025-04-09 12:00:00+02:00,52447.0,50788.0
2025-04-09 12:15:00+02:00,52275.0,50487.0
2025-04-09 12:30:00+02:00,52103.0,51247.0
2025-04-09 12:45:00+02:00,52565.0,50481.0
2025-04-09 13:00:00+02:00,53027.0,50080.0
2025-04-09 13:15:00+02:00,52028.0,49410.0
2025-04-09 13:30:00+02:00,51029.0,49045.0
2025-04-09 13:45:00+02:00,50678.0,48698.0
2025-04-09 14:00:00+02:00,50327.0,48560.0
2025-04-09 14:15:00+02:00,49250.0,47977.0
2025-04-09 14:30:00+02:00,48172.0,47537.0
2025-04-09 14:45:00+02:00,48252.0,46743.0
2025-04-09 15:00:00+02:00,48332.0,46275.0
2025-04-09 15:15:00+02:00,47948.0,45558.0
2025-04-09 15:30:00+02:00,47563.0,45122.0
2025-04-09 15:45:00+02:00,47178.0,44655.0
2025-04-09 16:00:00+02:00,46793.0,44645.0
2025-04-09 16:15:00+02:00,46240.0,44195.0
