Time (UTC),Actual Total Load [MW] - France (FR),Day-ahead Total Load Forecast [MW] - France (FR)
2025-09-24 03:00:00+02:00,37700.0,36943.0
2025-09-24 03:15:00+02:00,37350.0,36508.0
2025-09-24 03:30:00+02:00,37000.0,36185.0
2025-09-24 03:45:00+02:00,36800.0,35956.0
2025-09-24 04:00:00+02:00,36600.0,35822.0
2025-09-24 04:15:00+02:00,36400.0,35724.0
2025-09-24 04:30:00+02:00,36200.0,35769.0
2025-09-24 04:45:00+02:00,36650.0,35999.0
2025-09-24 05:00:00+02:00,37100.0,36847.0
2025-09-24 05:15:00+02:00,37700.0,37316.0
2025-09-24 05:30:00+02:00,38300.0,37880.0
2025-09-24 05:45:00+02:00,39250.0,38746.0
2025-09-24 06:00:00+02:00,40200.0,40346.0
2025-09-24 06:15:00+02:00,41550.0,41439.0
2025-09-24 06:30:00+02:00,42900.0,42535.0
2025-09-24 06:45:00+02:00,44300.0,43780.0
2025-09-24 07:00:00+02:00,45700.0,45252.0
2025-09-24 07:15:00+02:00,46650.0,46171.0
2025-09-24 07:30:00+02:00,47600.0,46674.0
2025-09-24 07:45:00+02:00,48100.0,47133.0
2025-09-24 08:00:00+02:00,48600.0,47865.0
2025-09-24 08:15:00+02:00,49150.0,48793.0
2025-09-24 08:30:00+02:00,49700.0,49289.0
2025-09-24 08:45:00+02:00,50050.0,49552.0
2025-09-24 09:00:00+02:00,50400.0,50002.0
2025-09-24 09:15:00+02:00,50650.0,50535.0
2025-09-24 09:30:00+02:00,50900.0,50887.0
2025-09-24 09:45:00+02:00,50950.0,50750.0
2025-09-24 10:00:00+02:00,51000.0,51040.0
2025-09-24 10:15:00+02:00,51150.0,51123.0
2025-09-24 10:30:00+02:00,51300.0,51369.0
2025-09-24 10:45:00+02:00,51400.0,51406.0
2025-09-24 11:00:00+02:00,51500.0,51600.0
2025-09-24 11:15:00+02:00,51700.0,51880.0
2025-09-24 11:30:00+02:00,51900.0,52132.0
2025-09-24 11:45:00+02:00,52500.0,52552.0
2025-09-24 12:00:00+02:00,53100.0,52721.0
2025-09-24 12:15:00+02:00,52900.0,52644.0
2025-09-24 12:30:00+02:00,52700.0,53255.0
2025-09-24 12:45:00+02:00,53000.0,52688.0
2025-09-24 13:00:00+02:00,53300.0,52456.0
2025-09-24 13:15:00+02:00,52150.0,51825.0
2025-09-24 13:30:00+02:00,51000.0,51520.0
2025-09-24 13:45:00+02:00,50900.0,51115.0
2025-09-24 14:00:00+02:00,50800.0,51533.0
2025-09-24 14:15:00+02:00,50600.0,50784.0
2025-09-24 14:30:00+02:00,50400.0,50555.0
2025-09-24 14:45:00+02:00,50000.0,50436.0
2025-09-24 15:00:00+02:00,49600.0,50383.0
2025-09-24 15:15:00+02:00,49100.0,50063.0
2025-09-24 15:30:00+02:00,48600.0,49610.0
2025-09-24 15:45:00+02:00,48300.0,49227.0
2025-09-24 16:00:00+02:00,48000.0,49181.0
2025-09-24 16:15:00+02:00,47650.0,48818.0
2025-09-24 16:30:00+02:00,47300.0,48602.0
2025-09-24 16:45:00+02:00,47000.0,48391.0
2025-09-24 17:00:00+02:00,46700.0,48378.0
2025-09-24 17:15:00+02:00,46750.0,48354.0
2025-09-24 17:30:00+02:00,46800.0,48484.0
2025-09-24 17:45:00+02:00,47300.0,48698.0
2025-09-24 18:00:00+02:00,47800.0,49212.0
2025-09-24 18:15:00+02:00,48500.0,49900.0
2025-09-24 18:30:00+02:00,49200.0,50567.0
2025-09-24 18:45:00+02:00,50100.0,51367.0
2025-09-24 19:00:00+02:00,51000.0,51803.0
2025-09-24 19:15:00+02:00,51450.0,52039.0
2025-09-24 19:30:00+02:00,51900.0,52142.0
2025-09-24 19:45:00+02:00,51950.0,52086.0
2025-09-24 20:00:00+02:00,52000.0,51709.0
2025-09-24 20:15:00+02:00,51250.0,50866.0
2025-09-24 20:30:00+02:00,50500.0,50008.0
2025-09-24 20:45:00+02:00,49550.0,48980.0
2025-09-24 21:00:00+02:00,48600.0,48359.0
2025-09-24 21:15:00+02:00,47900.0,47439.0
2025-09-24 21:30:00+02:00,47200.0,47081.0
2025-09-24 21:45:00+02:00,46550.0,46240.0
2025-09-24 22:00:00+02:00,45900.0,46842.0
2025-09-24 22:15:00+02:00,46300.0,46353.0
2025-09-24 22:30:00+02:00,46700.0,47643.0
2025-09-24 22:45:00+02:00,47450.0,47165.0
2025-09-24 23:00:00+02:00,48200.0,46856.0
2025-09-24 23:15:00+02:00,47650.0,45888.0
2025-09-24 23:30:00+02:00,47100.0,46506.0
2025-09-24 23:45:00+02:00,46300.0,45572.0
2025-09-25 00:00:00+02:00,45000.0,45127.0
2025-09-25 00:15:00+02:00,43950.0,44205.0
2025-09-25 00:30:00+02:00,42900.0,42802.0
2025-09-25 00:45:00+02:00,42300.0,41717.0
2025-09-25 01:00:00+02:00,41700.0,41809.0
2025-09-25 01:15:00+02:00,41650.0,41280.0
2025-09-25 01:30:00+02:00,41600.0,41274.0
2025-09-25 01:45:00+02:00,41050.0,40637.0
2025-09-25 02:00:00+02:00,40500.0,40696.0
2025-09-25 02:15:00+02:00,39850.0,40127.0
2025-09-25 02:30:00+02:00,39200.0,39623.0
2025-09-25 02:45:00+02:00,38700.0,38749.0
2025-09-25 03:00:00+02:00,38200.0,38562.0
2025-09-25 03:15:00+02:00,37850.0,38160.0
2025-09-25 03:30:00+02:00,37500.0,37770.0
2025-09-25 03:45:00+02:00,37250.0,37379.0
2025-09-25 04:00:00+02:00,37000.0,37448.0
2025-09-25 04:15:00+02:00,37000.0,37335.0
2025-09-25 04:30:00+02:00,37000.0,37352.0
2025-09-25 04:45:00+02:00,37300.0,37321.0
2025-09-25 05:00:00+02:00,37600.0,38342.0
2025-09-25 05:15:00+02:00,38350.0,38741.0
2025-09-25 05:30:00+02:00,39100.0,39295.0
2025-09-25 05:45:00+02:00,40000.0,40104.0
2025-09-25 06:00:00+02:00,40900.0,41815.0
2025-09-25 06:15:00+02:00,42300.0,42980.0
2025-09-25 06:30:00+02:00,43700.0,44226.0
2025-09-25 06:45:00+02:00,45150.0,45557.0
2025-09-25 07:00:00+02:00,46600.0,47158.0
2025-09-25 07:15:00+02:00,47550.0,48307.0
2025-09-25 07:30:00+02:00,48500.0,48730.0
2025-09-25 07:45:00+02:00,48950.0,49079.0
2025-09-25 08:00:00+02:00,49400.0,49679.0
2025-09-25 08:15:00+02:00,49950.0,50380.0
2025-09-25 08:30:00+02:00,50500.0,50791.0
2025-09-25 08:45:00+02:00,50750.0,50990.0
2025-09-25 09:00:00+02:00,51000.0,51386.0
2025-09-25 09:15:00+02:00,51400.0,51746.0
2025-09-25 09:30:00+02:00,51800.0,51891.0
2025-09-25 09:45:00+02:00,51900.0,52062.0
2025-09-25 10:00:00+02:00,52000.0,52227.0
2025-09-25 10:15:00+02:00,51950.0,52349.0
2025-09-25 10:30:00+02:00,51900.0,52393.0
2025-09-25 10:45:00+02:00,52050.0,52497.0
2025-09-25 11:00:00+02:00,52200.0,52432.0
2025-09-25 11:15:00+02:00,52500.0,52349.0
2025-09-25 11:30:00+02:00,52800.0,52414.0
2025-09-25 11:45:00+02:00,53150.0,52985.0
2025-09-25 12:00:00+02:00,53500.0,53169.0
2025-09-25 12:15:00+02:00,53000.0,52746.0
2025-09-25 12:30:00+02:00,52500.0,53312.0
2025-09-25 12:45:00+02:00,52850.0,52513.0
2025-09-25 13:00:00+02:00,53200.0,52444.0
2025-09-25 13:15:00+02:00,52100.0,51646.0
2025-09-25 13:30:00+02:00,51000.0,51215.0
2025-09-25 13:45:00+02:00,50700.0,51116.0
2025-09-25 14:00:00+02:00,50400.0,51388.0
2025-09-25 14:15:00+02:00,50050.0,51220.0
2025-09-25 14:30:00+02:00,49700.0,51118.0
2025-09-25 14:45:00+02:00,49450.0,50522.0
2025-09-25 15:00:00+02:00,49200.0,50641.0
2025-09-25 15:15:00+02:00,48800.0,50448.0
2025-09-25 15:30:00+02:00,48400.0,50171.0
2025-09-25 15:45:00+02:00,48200.0,49334.0
2025-09-25 16:00:00+02:00,48000.0,49058.0
2025-09-25 16:15:00+02:00,47700.0,48767.0
