Time (UTC),Actual Total Load [MW] - France (FR),Day-ahead Total Load Forecast [MW] - France (FR)
2025-07-30 03:00:00+02:00,34908.0,35555.0
2025-07-30 03:15:00+02:00,34706.0,35201.0
2025-07-30 03:30:00+02:00,34503.0,34853.0
2025-07-30 03:45:00+02:00,34138.0,34474.0
2025-07-30 04:00:00+02:00,33773.0,34436.0
2025-07-30 04:15:00+02:00,33612.0,34362.0
2025-07-30 04:30:00+02:00,33451.0,34295.0
2025-07-30 04:45:00+02:00,33846.0,34324.0
2025-07-30 05:00:00+02:00,34241.0,35035.0
2025-07-30 05:15:00+02:00,34584.0,35418.0
2025-07-30 05:30:00+02:00,34926.0,35848.0
2025-07-30 05:45:00+02:00,35461.0,36312.0
2025-07-30 06:00:00+02:00,35996.0,37319.0
2025-07-30 06:15:00+02:00,36405.0,37764.0
2025-07-30 06:30:00+02:00,36813.0,38184.0
2025-07-30 06:45:00+02:00,37447.0,38845.0
2025-07-30 07:00:00+02:00,38080.0,39828.0
2025-07-30 07:15:00+02:00,38951.0,40725.0
2025-07-30 07:30:00+02:00,39822.0,41496.0
2025-07-30 07:45:00+02:00,40341.0,42323.0
2025-07-30 08:00:00+02:00,40860.0,43147.0
2025-07-30 08:15:00+02:00,41885.0,44015.0
2025-07-30 08:30:00+02:00,42909.0,44756.0
2025-07-30 08:45:00+02:00,43380.0,45079.0
2025-07-30 09:00:00+02:00,43850.0,45756.0
2025-07-30 09:15:00+02:00,44474.0,46113.0
2025-07-30 09:30:00+02:00,45097.0,46287.0
2025-07-30 09:45:00+02:00,45360.0,46401.0
2025-07-30 10:00:00+02:00,45622.0,46633.0
2025-07-30 10:15:00+02:00,45985.0,46791.0
2025-07-30 10:30:00+02:00,46347.0,47298.0
2025-07-30 10:45:00+02:00,46401.0,47564.0
2025-07-30 11:00:00+02:00,46455.0,47661.0
2025-07-30 11:15:00+02:00,46763.0,47884.0
2025-07-30 11:30:00+02:00,47070.0,48041.0
2025-07-30 11:45:00+02:00,47786.0,48574.0
2025-07-30 12:00:00+02:00,48502.0,49053.0
2025-07-30 12:15:00+02:00,48261.0,49162.0
2025-07-30 12:30:00+02:00,48019.0,50040.0
2025-07-30 12:45:00+02:00,48580.0,48593.0
2025-07-30 13:00:00+02:00,49141.0,48249.0
2025-07-30 13:15:00+02:00,48125.0,47603.0
2025-07-30 13:30:00+02:00,47108.0,47832.0
2025-07-30 13:45:00+02:00,47443.0,47146.0
2025-07-30 14:00:00+02:00,47777.0,47186.0
2025-07-30 14:15:00+02:00,47499.0,46784.0
2025-07-30 14:30:00+02:00,47221.0,46855.0
2025-07-30 14:45:00+02:00,46879.0,46306.0
2025-07-30 15:00:00+02:00,46536.0,46380.0
2025-07-30 15:15:00+02:00,46174.0,45714.0
2025-07-30 15:30:00+02:00,45811.0,45816.0
2025-07-30 15:45:00+02:00,45792.0,45213.0
2025-07-30 16:00:00+02:00,45773.0,45069.0
2025-07-30 16:15:00+02:00,45606.0,44967.0
2025-07-30 16:30:00+02:00,45439.0,44777.0
2025-07-30 16:45:00+02:00,44961.0,44652.0
2025-07-30 17:00:00+02:00,44483.0,44299.0
2025-07-30 17:15:00+02:00,44262.0,44075.0
2025-07-30 17:30:00+02:00,44041.0,44142.0
2025-07-30 17:45:00+02:00,44410.0,44418.0
2025-07-30 18:00:00+02:00,44779.0,44774.0
2025-07-30 18:15:00+02:00,45059.0,44852.0
2025-07-30 18:30:00+02:00,45338.0,45279.0
2025-07-30 18:45:00+02:00,45726.0,45913.0
2025-07-30 19:00:00+02:00,46113.0,46263.0
2025-07-30 19:15:00+02:00,45920.0,46261.0
2025-07-30 19:30:00+02:00,45727.0,45927.0
2025-07-30 19:45:00+02:00,45436.0,45718.0
2025-07-30 20:00:00+02:00,45145.0,45320.0
2025-07-30 20:15:00+02:00,44324.0,44577.0
2025-07-30 20:30:00+02:00,43502.0,44048.0
2025-07-30 20:45:00+02:00,43177.0,43542.0
2025-07-30 21:00:00+02:00,42851.0,43486.0
2025-07-30 21:15:00+02:00,43002.0,43370.0
2025-07-30 21:30:00+02:00,43153.0,43639.0
2025-07-30 21:45:00+02:00,42804.0,43443.0
2025-07-30 22:00:00+02:00,42454.0,44336.0
2025-07-30 22:15:00+02:00,43003.0,44313.0
2025-07-30 22:30:00+02:00,43551.0,45636.0
2025-07-30 22:45:00+02:00,44103.0,44959.0
2025-07-30 23:00:00+02:00,44654.0,44708.0
2025-07-30 23:15:00+02:00,44236.0,43795.0
2025-07-30 23:30:00+02:00,43818.0,43971.0
2025-07-30 23:45:00+02:00,42759.0,42805.0
2025-07-31 00:00:00+02:00,42067.0,42391.0
2025-07-31 00:15:00+02:00,41116.0,41184.0
2025-07-31 00:30:00+02:00,40165.0,39819.0
2025-07-31 00:45:00+02:00,39057.0,38691.0
2025-07-31 01:00:00+02:00,37948.0,38527.0
2025-07-31 01:15:00+02:00,38247.0,38005.0
2025-07-31 01:30:00+02:00,38546.0,38072.0
2025-07-31 01:45:00+02:00,38137.0,37494.0
2025-07-31 02:00:00+02:00,37728.0,37795.0
2025-07-31 02:15:00+02:00,36860.0,37118.0
2025-07-31 02:30:00+02:00,35991.0,36605.0
2025-07-31 02:45:00+02:00,35453.0,35783.0
2025-07-31 03:00:00+02:00,34914.0,35679.0
2025-07-31 03:15:00+02:00,34652.0,35187.0
2025-07-31 03:30:00+02:00,34389.0,34681.0
2025-07-31 03:45:00+02:00,34019.0,34457.0
2025-07-31 04:00:00+02:00,33649.0,34457.0
2025-07-31 04:15:00+02:00,33705.0,34356.0
2025-07-31 04:30:00+02:00,33760.0,34196.0
2025-07-31 04:45:00+02:00,34044.0,34458.0
2025-07-31 05:00:00+02:00,34328.0,35043.0
2025-07-31 05:15:00+02:00,34709.0,35408.0
2025-07-31 05:30:00+02:00,35089.0,35896.0
2025-07-31 05:45:00+02:00,35556.0,36352.0
2025-07-31 06:00:00+02:00,36023.0,37214.0
2025-07-31 06:15:00+02:00,36606.0,37673.0
2025-07-31 06:30:00+02:00,37189.0,38093.0
2025-07-31 06:45:00+02:00,37734.0,38792.0
2025-07-31 07:00:00+02:00,38278.0,39565.0
2025-07-31 07:15:00+02:00,39106.0,40512.0
2025-07-31 07:30:00+02:00,39933.0,41146.0
2025-07-31 07:45:00+02:00,40837.0,42065.0
2025-07-31 08:00:00+02:00,41740.0,42838.0
2025-07-31 08:15:00+02:00,42613.0,43637.0
2025-07-31 08:30:00+02:00,43486.0,44210.0
2025-07-31 08:45:00+02:00,44009.0,44643.0
2025-07-31 09:00:00+02:00,44531.0,45187.0
2025-07-31 09:15:00+02:00,44961.0,45662.0
2025-07-31 09:30:00+02:00,45391.0,45850.0
2025-07-31 09:45:00+02:00,45467.0,45931.0
2025-07-31 10:00:00+02:00,45543.0,46303.0
2025-07-31 10:15:00+02:00,45755.0,46260.0
2025-07-31 10:30:00+02:00,45967.0,46508.0
2025-07-31 10:45:00+02:00,46238.0,46869.0
2025-07-31 11:00:00+02:00,46508.0,47327.0
2025-07-31 11:15:00+02:00,46839.0,47345.0
2025-07-31 11:30:00+02:00,47170.0,47835.0
2025-07-31 11:45:00+02:00,47743.0,48499.0
2025-07-31 12:00:00+02:00,48315.0,49011.0
2025-07-31 12:15:00+02:00,48030.0,48842.0
2025-07-31 12:30:00+02:00,47745.0,49394.0
2025-07-31 12:45:00+02:00,48382.0,47718.0
2025-07-31 13:00:00+02:00,49019.0,47321.0
2025-07-31 13:15:00+02:00,47980.0,46701.0
2025-07-31 13:30:00+02:00,46941.0,46878.0
2025-07-31 13:45:00+02:00,46816.0,46330.0
2025-07-31 14:00:00+02:00,46690.0,46649.0
2025-07-31 14:15:00+02:00,46496.0,46471.0
2025-07-31 14:30:00+02:00,46302.0,46345.0
2025-07-31 14:45:00+02:00,45920.0,46036.0
2025-07-31 15:00:00+02:00,45538.0,46027.0
2025-07-31 15:15:00+02:00,45085.0,45592.0
2025-07-31 15:30:00+02:00,44631.0,45283.0
2025-07-31 15:45:00+02:00,44513.0,45278.0
2025-07-31 16:00:00+02:00,44395.0,45154.0
2025-07-31 16:15:00+02:00,44100.0,44824.0
2025-07-31 16:30:00+02:00,43805.0,44875.0
2025-07-31 16:45:00+02:00,43468.0,44702.0
2025-07-31 17:00:00+02:00,43130.0,44490.0
2025-07-31 17:15:00+02:00,43152.0,44513.0
2025-07-31 17:30:00+02:00,43173.0,44548.0
2025-07-31 17:45:00+02:00,43491.0,44583.0
2025-07-31 18:00:00+02:00,43808.0,45000.0
2025-07-31 18:15:00+02:00,44237.0,45380.0
2025-07-31 18:30:00+02:00,44666.0,45762.0
2025-07-31 18:45:00+02:00,45101.0,45995.0
2025-07-31 19:00:00+02:00,45535.0,46044.0
2025-07-31 19:15:00+02:00,45503.0,46011.0
2025-07-31 19:30:00+02:00,45470.0,45937.0
2025-07-31 19:45:00+02:00,45105.0,45752.0
2025-07-31 20:00:00+02:00,44740.0,45116.0
2025-07-31 20:15:00+02:00,44027.0,44354.0
2025-07-31 20:30:00+02:00,43314.0,43893.0
2025-07-31 20:45:00+02:00,42891.0,43404.0
2025-07-31 21:00:00+02:00,42467.0,43485.0
2025-07-31 21:15:00+02:00,42774.0,43423.0
2025-07-31 21:30:00+02:00,43080.0,43653.0
2025-07-31 21:45:00+02:00,42749.0,43408.0
2025-07-31 22:00:00+02:00,42417.0,44376.0
2025-07-31 22:15:00+02:00,43100.0,44085.0
2025-07-31 22:30:00+02:00,43782.0,45266.0
2025-07-31 22:45:00+02:00,44125.0,44779.0
2025-07-31 23:00:00+02:00,44468.0,44513.0
2025-07-31 23:15:00+02:00,44329.0,43621.0
2025-07-31 23:30:00+02:00,44189.0,43700.0
2025-07-31 23:45:00+02:00,42840.0,42627.0
2025-08-01 00:00:00+02:00,41840.0,42363.0
2025-08-01 00:15:00+02:00,41068.0,41116.0
2025-08-01 00:30:00+02:00,40296.0,39636.0
2025-08-01 00:45:00+02:00,39324.0,38593.0
2025-08-01 01:00:00+02:00,38352.0,38678.0
2025-08-01 01:15:00+02:00,38623.0,38255.0
2025-08-01 01:30:00+02:00,38893.0,38222.0
2025-08-01 01:45:00+02:00,38487.0,37515.0
2025-08-01 02:00:00+02:00,38081.0,
