Time (UTC),Actual Total Load [MW] - France (FR),Day-ahead Total Load Forecast [MW] - France (FR)
02.12.2024 00:00 - 02.12.2024 01:00,49347,-
02.12.2024 01:00 - 02.12.2024 02:00,48293,-
02.12.2024 02:00 - 02.12.2024 03:00,46364,-
02.12.2024 03:00 - 02.12.2024 04:00,45814,-
02.12.2024 04:00 - 02.12.2024 05:00,48569,-
02.12.2024 05:00 - 02.12.2024 06:00,53964,-
02.12.2024 06:00 - 02.12.2024 07:00,58752,-
02.12.2024 07:00 - 02.12.2024 08:00,60582,-
02.12.2024 08:00 - 02.12.2024 09:00,60605,-
02.12.2024 09:00 - 02.12.2024 10:00,60047,-
02.12.2024 10:00 - 02.12.2024 11:00,60537,-
02.12.2024 11:00 - 02.12.2024 12:00,61060,-
02.12.2024 12:00 - 02.12.2024 13:00,59960,-
02.12.2024 13:00 - 02.12.2024 14:00,58267,-
02.12.2024 14:00 - 02.12.2024 15:00,56898,-
02.12.2024 15:00 - 02.12.2024 16:00,56588,-
02.12.2024 16:00 - 02.12.2024 17:00,59106,-
02.12.2024 17:00 - 02.12.2024 18:00,62346,-
02.12.2024 18:00 - 02.12.2024 19:00,62866,-
02.12.2024 19:00 - 02.12.2024 20:00,59420,-
02.12.2024 20:00 - 02.12.2024 21:00,56324,-
02.12.2024 21:00 - 02.12.2024 22:00,56673,-
02.12.2024 22:00 - 02.12.2024 23:00,56344,-
02.12.2024 23:00 - 03.12.2024 00:00,53785,-
03.12.2024 00:00 - 03.12.2024 01:00,51665,-
03.12.2024 01:00 - 03.12.2024 02:00,50605,-
03.12.2024 02:00 - 03.12.2024 03:00,48872,-
03.12.2024 03:00 - 03.12.2024 04:00,48380,-
03.12.2024 04:00 - 03.12.2024 05:00,50977,-
03.12.2024 05:00 - 03.12.2024 06:00,56453,-
03.12.2024 06:00 - 03.12.2024 07:00,62007,-
03.12.2024 07:00 - 03.12.2024 08:00,63487,-
03.12.2024 08:00 - 03.12.2024 09:00,63662,-
03.12.2024 09:00 - 03.12.2024 10:00,63422,-
03.12.2024 10:00 - 03.12.2024 11:00,63760,-
03.12.2024 11:00 - 03.12.2024 12:00,64515,-
03.12.2024 12:00 - 03.12.2024 13:00,63395,-
03.12.2024 13:00 - 03.12.2024 14:00,61996,-
03.12.2024 14:00 - 03.12.2024 15:00,60682,-
03.12.2024 15:00 - 03.12.2024 16:00,60523,-
03.12.2024 16:00 - 03.12.2024 17:00,63324,-
03.12.2024 17:00 - 03.12.2024 18:00,66276,-
03.12.2024 18:00 - 03.12.2024 19:00,66529,-
03.12.2024 19:00 - 03.12.2024 20:00,63164,-
03.12.2024 20:00 - 03.12.2024 21:00,59977,-
03.12.2024 21:00 - 03.12.2024 22:00,60140,-
03.12.2024 22:00 - 03.12.2024 23:00,59411,-
03.12.2024 23:00 - 04.12.2024 00:00,56961,-
04.12.2024 00:00 - 04.12.2024 01:00,55131,-
04.12.2024 01:00 - 04.12.2024 02:00,54117,-
04.12.2024 02:00 - 04.12.2024 03:00,52689,-
04.12.2024 03:00 - 04.12.2024 04:00,52500,-
04.12.2024 04:00 - 04.12.2024 05:00,55254,-
04.12.2024 05:00 - 04.12.2024 06:00,60597,-
04.12.2024 06:00 - 04.12.2024 07:00,66262,-
04.12.2024 07:00 - 04.12.2024 08:00,68595,-
04.12.2024 08:00 - 04.12.2024 09:00,67949,-
04.12.2024 09:00 - 04.12.2024 10:00,67481,-
04.12.2024 10:00 - 04.12.2024 11:00,67641,-
04.12.2024 11:00 - 04.12.2024 12:00,67717,-
04.12.2024 12:00 - 04.12.2024 13:00,65880,-
04.12.2024 13:00 - 04.12.2024 14:00,64161,-
04.12.2024 14:00 - 04.12.2024 15:00,62661,-
04.12.2024 15:00 - 04.12.2024 16:00,62573,-
04.12.2024 16:00 - 04.12.2024 17:00,65358,-
04.12.2024 17:00 - 04.12.2024 18:00,68574,-
04.12.2024 18:00 - 04.12.2024 19:00,68738,-
04.12.2024 19:00 - 04.12.2024 20:00,65000,-
04.12.2024 20:00 - 04.12.2024 21:00,61958,-
04.12.2024 21:00 - 04.12.2024 22:00,62180,-
04.12.2024 22:00 - 04.12.2024 23:00,61494,-
04.12.2024 23:00 - 05.12.2024 00:00,59087,-
05.12.2024 00:00 - 05.12.2024 01:00,57549,-
05.12.2024 01:00 - 05.12.2024 02:00,56467,-
05.12.2024 02:00 - 05.12.2024 03:00,54613,-
05.12.2024 03:00 - 05.12.2024 04:00,54007,-
