Time (UTC),Actual Total Load [MW] - France (FR),Day-ahead Total Load Forecast [MW] - France (FR)
15.07.2024 00:00 - 15.07.2024 01:00,35235,-
15.07.2024 01:00 - 15.07.2024 02:00,33507,-
15.07.2024 02:00 - 15.07.2024 03:00,32990,-
15.07.2024 03:00 - 15.07.2024 04:00,34609,-
15.07.2024 04:00 - 15.07.2024 05:00,37087,-
15.07.2024 05:00 - 15.07.2024 06:00,40515,-
15.07.2024 06:00 - 15.07.2024 07:00,44153,-
15.07.2024 07:00 - 15.07.2024 08:00,46611,-
15.07.2024 08:00 - 15.07.2024 09:00,48676,-
15.07.2024 09:00 - 15.07.2024 10:00,49774,-
15.07.2024 10:00 - 15.07.2024 11:00,50933,-
15.07.2024 11:00 - 15.07.2024 12:00,50151,-
15.07.2024 12:00 - 15.07.2024 13:00,49752,-
15.07.2024 13:00 - 15.07.2024 14:00,48430,-
15.07.2024 14:00 - 15.07.2024 15:00,47077,-
15.07.2024 15:00 - 15.07.2024 16:00,46211,-
15.07.2024 16:00 - 15.07.2024 17:00,47044,-
15.07.2024 17:00 - 15.07.2024 18:00,47427,-
15.07.2024 18:00 - 15.07.2024 19:00,45112,-
15.07.2024 19:00 - 15.07.2024 20:00,43592,-
15.07.2024 20:00 - 15.07.2024 21:00,44917,-
15.07.2024 21:00 - 15.07.2024 22:00,44009,-
15.07.2024 22:00 - 15.07.2024 23:00,40431,-
15.07.2024 23:00 - 16.07.2024 00:00,38182,-
16.07.2024 00:00 - 16.07.2024 01:00,36715,-
16.07.2024 01:00 - 16.07.2024 02:00,34986,-
16.07.2024 02:00 - 16.07.2024 03:00,34566,-
16.07.2024 03:00 - 16.07.2024 04:00,35827,-
16.07.2024 04:00 - 16.07.2024 05:00,38142,-
16.07.2024 05:00 - 16.07.2024 06:00,41409,-
16.07.2024 06:00 - 16.07.2024 07:00,44800,-
16.07.2024 07:00 - 16.07.2024 08:00,46798,-
16.07.2024 08:00 - 16.07.2024 09:00,47757,-
16.07.2024 09:00 - 16.07.2024 10:00,48447,-
16.07.2024 10:00 - 16.07.2024 11:00,49142,-
16.07.2024 11:00 - 16.07.2024 12:00,48438,-
16.07.2024 12:00 - 16.07.2024 13:00,47259,-
16.07.2024 13:00 - 16.07.2024 14:00,46458,-
16.07.2024 14:00 - 16.07.2024 15:00,45522,-
16.07.2024 15:00 - 16.07.2024 16:00,45100,-
16.07.2024 16:00 - 16.07.2024 17:00,46253,-
16.07.2024 17:00 - 16.07.2024 18:00,46885,-
16.07.2024 18:00 - 16.07.2024 19:00,45004,-
16.07.2024 19:00 - 16.07.2024 20:00,43888,-
16.07.2024 20:00 - 16.07.2024 21:00,45556,-
16.07.2024 21:00 - 16.07.2024 22:00,44956,-
16.07.2024 22:00 - 16.07.2024 23:00,41592,-
16.07.2024 23:00 - 17.07.2024 00:00,39179,-
17.07.2024 00:00 - 17.07.2024 01:00,37871,-
17.07.2024 01:00 - 17.07.2024 02:00,35939,-
17.07.2024 02:00 - 17.07.2024 03:00,35330,-
17.07.2024 03:00 - 17.07.2024 04:00,36630,-
17.07.2024 04:00 - 17.07.2024 05:00,38848,-
17.07.2024 05:00 - 17.07.2024 06:00,42225,-
17.07.2024 06:00 - 17.07.2024 07:00,45573,-
17.07.2024 07:00 - 17.07.2024 08:00,47571,-
17.07.2024 08:00 - 17.07.2024 09:00,48609,-
17.07.2024 09:00 - 17.07.2024 10:00,49567,-
17.07.2024 10:00 - 17.07.2024 11:00,50962,-
17.07.2024 11:00 - 17.07.2024 12:00,50398,-
17.07.2024 12:00 - 17.07.2024 13:00,49587,-
17.07.2024 13:00 - 17.07.2024 14:00,48527,-
17.07.2024 14:00 - 17.07.2024 15:00,47552,-
17.07.2024 15:00 - 17.07.2024 16:00,47109,-
17.07.2024 16:00 - 17.07.2024 17:00,48135,-
17.07.2024 17:00 - 17.07.2024 18:00,48376,-
17.07.2024 18:00 - 17.07.2024 19:00,46255,-
17.07.2024 19:00 - 17.07.2024 20:00,45004,-
17.07.2024 20:00 - 17.07.2024 21:00,46564,-
17.07.2024 21:00 - 17.07.2024 22:00,45813,-
