Time (UTC),Actual Total Load [MW] - France (FR),Day-ahead Total Load Forecast [MW] - France (FR)
22.07.2024 00:00 - 22.07.2024 01:00,34512,-
22.07.2024 01:00 - 22.07.2024 02:00,32985,-
22.07.2024 02:00 - 22.07.2024 03:00,32633,-
22.07.2024 03:00 - 22.07.2024 04:00,34545,-
22.07.2024 04:00 - 22.07.2024 05:00,37062,-
22.07.2024 05:00 - 22.07.2024 06:00,40427,-
22.07.2024 06:00 - 22.07.2024 07:00,43961,-
22.07.2024 07:00 - 22.07.2024 08:00,46180,-
22.07.2024 08:00 - 22.07.2024 09:00,47127,-
22.07.2024 09:00 - 22.07.2024 10:00,47866,-
22.07.2024 10:00 - 22.07.2024 11:00,48727,-
22.07.2024 11:00 - 22.07.2024 12:00,47992,-
22.07.2024 12:00 - 22.07.2024 13:00,47608,-
22.07.2024 13:00 - 22.07.2024 14:00,46680,-
22.07.2024 14:00 - 22.07.2024 15:00,45733,-
22.07.2024 15:00 - 22.07.2024 16:00,45375,-
22.07.2024 16:00 - 22.07.2024 17:00,46228,-
22.07.2024 17:00 - 22.07.2024 18:00,46869,-
22.07.2024 18:00 - 22.07.2024 19:00,44853,-
22.07.2024 19:00 - 22.07.2024 20:00,43538,-
22.07.2024 20:00 - 22.07.2024 21:00,45156,-
22.07.2024 21:00 - 22.07.2024 22:00,44213,-
22.07.2024 22:00 - 22.07.2024 23:00,40787,-
22.07.2024 23:00 - 23.07.2024 00:00,38426,-
23.07.2024 00:00 - 23.07.2024 01:00,36980,-
23.07.2024 01:00 - 23.07.2024 02:00,35184,-
23.07.2024 02:00 - 23.07.2024 03:00,34608,-
23.07.2024 03:00 - 23.07.2024 04:00,35847,-
23.07.2024 04:00 - 23.07.2024 05:00,38239,-
23.07.2024 05:00 - 23.07.2024 06:00,41468,-
23.07.2024 06:00 - 23.07.2024 07:00,44920,-
23.07.2024 07:00 - 23.07.2024 08:00,47122,-
23.07.2024 08:00 - 23.07.2024 09:00,48133,-
23.07.2024 09:00 - 23.07.2024 10:00,48700,-
23.07.2024 10:00 - 23.07.2024 11:00,49620,-
23.07.2024 11:00 - 23.07.2024 12:00,48979,-
23.07.2024 12:00 - 23.07.2024 13:00,48924,-
23.07.2024 13:00 - 23.07.2024 14:00,47695,-
23.07.2024 14:00 - 23.07.2024 15:00,46847,-
23.07.2024 15:00 - 23.07.2024 16:00,46272,-
23.07.2024 16:00 - 23.07.2024 17:00,47265,-
23.07.2024 17:00 - 23.07.2024 18:00,47581,-
23.07.2024 18:00 - 23.07.2024 19:00,45744,-
23.07.2024 19:00 - 23.07.2024 20:00,44606,-
23.07.2024 20:00 - 23.07.2024 21:00,46208,-
23.07.2024 21:00 - 23.07.2024 22:00,45334,-
23.07.2024 22:00 - 23.07.2024 23:00,41965,-
23.07.2024 23:00 - 24.07.2024 00:00,39469,-
24.07.2024 00:00 - 24.07.2024 01:00,37927,-
24.07.2024 01:00 - 24.07.2024 02:00,36280,-
24.07.2024 02:00 - 24.07.2024 03:00,35545,-
24.07.2024 03:00 - 24.07.2024 04:00,36942,-
24.07.2024 04:00 - 24.07.2024 05:00,39184,-
24.07.2024 05:00 - 24.07.2024 06:00,42356,-
24.07.2024 06:00 - 24.07.2024 07:00,45854,-
24.07.2024 07:00 - 24.07.2024 08:00,47985,-
24.07.2024 08:00 - 24.07.2024 09:00,49127,-
24.07.2024 09:00 - 24.07.2024 10:00,48939,-
24.07.2024 10:00 - 24.07.2024 11:00,50285,-
24.07.2024 11:00 - 24.07.2024 12:00,50253,-
24.07.2024 12:00 - 24.07.2024 13:00,49766,-
24.07.2024 13:00 - 24.07.2024 14:00,48646,-
24.07.2024 14:00 - 24.07.2024 15:00,47571,-
