Time (UTC),Actual Total Load [MW] - France (FR),Day-ahead Total Load Forecast [MW] - France (FR)
2025-03-21 02:00:00+01:00,47500.0,46942.0
2025-03-21 02:15:00+01:00,46650.0,46234.0
2025-03-21 02:30:00+01:00,45800.0,45736.0
2025-03-21 02:45:00+01:00,45350.0,45226.0
2025-03-21 03:00:00+01:00,44900.0,45109.0
2025-03-21 03:15:00+01:00,44450.0,44601.0
2025-03-21 03:30:00+01:00,44000.0,44282.0
2025-03-21 03:45:00+01:00,43850.0,43872.0
2025-03-21 04:00:00+01:00,43700.0,44004.0
2025-03-21 04:15:00+01:00,43700.0,43832.0
2025-03-21 04:30:00+01:00,43700.0,43887.0
2025-03-21 04:45:00+01:00,44150.0,43933.0
2025-03-21 05:00:00+01:00,44600.0,45047.0
2025-03-21 05:15:00+01:00,45350.0,45461.0
2025-03-21 05:30:00+01:00,46100.0,46305.0
2025-03-21 05:45:00+01:00,46900.0,46952.0
2025-03-21 06:00:00+01:00,47700.0,48778.0
2025-03-21 06:15:00+01:00,49050.0,49960.0
2025-03-21 06:30:00+01:00,50400.0,50804.0
2025-03-21 06:45:00+01:00,51500.0,51714.0
2025-03-21 07:00:00+01:00,52600.0,52693.0
2025-03-21 07:15:00+01:00,53700.0,53920.0
2025-03-21 07:30:00+01:00,54800.0,54477.0
2025-03-21 07:45:00+01:00,54950.0,54985.0
2025-03-21 08:00:00+01:00,55100.0,55257.0
2025-03-21 08:15:00+01:00,55350.0,55755.0
2025-03-21 08:30:00+01:00,55600.0,55886.0
2025-03-21 08:45:00+01:00,55550.0,55913.0
2025-03-21 09:00:00+01:00,55500.0,55945.0
2025-03-21 09:15:00+01:00,55100.0,55717.0
2025-03-21 09:30:00+01:00,54700.0,55641.0
2025-03-21 09:45:00+01:00,54550.0,55354.0
2025-03-21 10:00:00+01:00,54400.0,55136.0
2025-03-21 10:15:00+01:00,53950.0,54862.0
2025-03-21 10:30:00+01:00,53500.0,54562.0
2025-03-21 10:45:00+01:00,53450.0,54507.0
2025-03-21 11:00:00+01:00,53400.0,54813.0
2025-03-21 11:15:00+01:00,53300.0,54736.0
2025-03-21 11:30:00+01:00,53200.0,55000.0
2025-03-21 11:45:00+01:00,53500.0,55509.0
2025-03-21 12:00:00+01:00,53800.0,55956.0
2025-03-21 12:15:00+01:00,53500.0,55898.0
2025-03-21 12:30:00+01:00,53200.0,56658.0
2025-03-21 12:45:00+01:00,53900.0,56149.0
2025-03-21 13:00:00+01:00,54600.0,55608.0
2025-03-21 13:15:00+01:00,53400.0,54637.0
2025-03-21 13:30:00+01:00,52200.0,53749.0
2025-03-21 13:45:00+01:00,51650.0,53165.0
2025-03-21 14:00:00+01:00,51100.0,53108.0
2025-03-21 14:15:00+01:00,50950.0,52301.0
2025-03-21 14:30:00+01:00,50800.0,51853.0
2025-03-21 14:45:00+01:00,50250.0,51403.0
2025-03-21 15:00:00+01:00,49700.0,51327.0
2025-03-21 15:15:00+01:00,48950.0,50926.0
2025-03-21 15:30:00+01:00,48200.0,50553.0
2025-03-21 15:45:00+01:00,48000.0,50172.0
2025-03-21 16:00:00+01:00,47800.0,49854.0
2025-03-21 16:15:00+01:00,47500.0,49637.0
2025-03-21 16:30:00+01:00,47200.0,49504.0
2025-03-21 16:45:00+01:00,47100.0,49629.0
2025-03-21 17:00:00+01:00,47000.0,49808.0
2025-03-21 17:15:00+01:00,47100.0,49810.0
2025-03-21 17:30:00+01:00,47200.0,50279.0
2025-03-21 17:45:00+01:00,47900.0,50758.0
2025-03-21 18:00:00+01:00,48600.0,51625.0
2025-03-21 18:15:00+01:00,50000.0,52505.0
2025-03-21 18:30:00+01:00,51400.0,53663.0
2025-03-21 18:45:00+01:00,52550.0,54751.0
2025-03-21 19:00:00+01:00,53700.0,55251.0
2025-03-21 19:15:00+01:00,54000.0,55227.0
2025-03-21 19:30:00+01:00,54300.0,55096.0
2025-03-21 19:45:00+01:00,53600.0,54679.0
2025-03-21 20:00:00+01:00,52900.0,54183.0
2025-03-21 20:15:00+01:00,52150.0,53119.0
2025-03-21 20:30:00+01:00,51400.0,52243.0
2025-03-21 20:45:00+01:00,50800.0,51388.0
2025-03-21 21:00:00+01:00,50200.0,50929.0
2025-03-21 21:15:00+01:00,49750.0,50171.0
2025-03-21 21:30:00+01:00,49300.0,49679.0
2025-03-21 21:45:00+01:00,48750.0,48965.0
2025-03-21 22:00:00+01:00,48200.0,50186.0
2025-03-21 22:15:00+01:00,48950.0,49829.0
2025-03-21 22:30:00+01:00,49700.0,51303.0
2025-03-21 22:45:00+01:00,50550.0,51085.0
2025-03-21 23:00:00+01:00,51400.0,51156.0
2025-03-21 23:15:00+01:00,51000.0,50470.0
2025-03-21 23:30:00+01:00,50600.0,50752.0
2025-03-21 23:45:00+01:00,50000.0,49811.0
2025-03-22 00:00:00+01:00,49841.0,49869.0
2025-03-22 00:15:00+01:00,48990.0,48993.0
2025-03-22 00:30:00+01:00,48139.0,47633.0
2025-03-22 00:45:00+01:00,47053.0,46362.0
2025-03-22 01:00:00+01:00,45967.0,46412.0
2025-03-22 01:15:00+01:00,46236.0,45856.0
2025-03-22 01:30:00+01:00,46504.0,45574.0
2025-03-22 01:45:00+01:00,45909.0,44921.0
2025-03-22 02:00:00+01:00,45314.0,44938.0
2025-03-22 02:15:00+01:00,44501.0,44197.0
