Time (UTC),Actual Total Load [MW] - France (FR),Day-ahead Total Load Forecast [MW] - France (FR)
2025-02-28 02:00:00+01:00,56700.0,56000.0
2025-02-28 02:15:00+01:00,56150.0,55412.0
2025-02-28 02:30:00+01:00,55600.0,55089.0
2025-02-28 02:45:00+01:00,55100.0,54302.0
2025-02-28 03:00:00+01:00,54600.0,54250.0
2025-02-28 03:15:00+01:00,54300.0,53877.0
2025-02-28 03:30:00+01:00,54000.0,53572.0
2025-02-28 03:45:00+01:00,53650.0,53186.0
2025-02-28 04:00:00+01:00,53300.0,53567.0
2025-02-28 04:15:00+01:00,53400.0,53491.0
2025-02-28 04:30:00+01:00,53500.0,53615.0
2025-02-28 04:45:00+01:00,53800.0,53731.0
2025-02-28 05:00:00+01:00,54100.0,55070.0
2025-02-28 05:15:00+01:00,55250.0,55876.0
2025-02-28 05:30:00+01:00,56400.0,56795.0
2025-02-28 05:45:00+01:00,57400.0,57484.0
2025-02-28 06:00:00+01:00,58400.0,59419.0
2025-02-28 06:15:00+01:00,59900.0,60809.0
2025-02-28 06:30:00+01:00,61400.0,62008.0
2025-02-28 06:45:00+01:00,62600.0,63351.0
2025-02-28 07:00:00+01:00,63800.0,64722.0
2025-02-28 07:15:00+01:00,64950.0,65963.0
2025-02-28 07:30:00+01:00,66100.0,66378.0
2025-02-28 07:45:00+01:00,66750.0,66978.0
2025-02-28 08:00:00+01:00,67400.0,67458.0
2025-02-28 08:15:00+01:00,68000.0,67998.0
2025-02-28 08:30:00+01:00,68600.0,68118.0
2025-02-28 08:45:00+01:00,68750.0,68200.0
2025-02-28 09:00:00+01:00,68900.0,67772.0
2025-02-28 09:15:00+01:00,68800.0,67505.0
2025-02-28 09:30:00+01:00,68700.0,67176.0
2025-02-28 09:45:00+01:00,68200.0,66751.0
2025-02-28 10:00:00+01:00,67700.0,66220.0
2025-02-28 10:15:00+01:00,67150.0,65554.0
2025-02-28 10:30:00+01:00,66600.0,64923.0
2025-02-28 10:45:00+01:00,66100.0,64537.0
2025-02-28 11:00:00+01:00,65600.0,64350.0
2025-02-28 11:15:00+01:00,65150.0,64054.0
2025-02-28 11:30:00+01:00,64700.0,63873.0
2025-02-28 11:45:00+01:00,64600.0,63877.0
2025-02-28 12:00:00+01:00,64500.0,64027.0
2025-02-28 12:15:00+01:00,64250.0,63822.0
2025-02-28 12:30:00+01:00,64000.0,64711.0
2025-02-28 12:45:00+01:00,64150.0,64131.0
2025-02-28 13:00:00+01:00,64300.0,63684.0
2025-02-28 13:15:00+01:00,62950.0,62640.0
2025-02-28 13:30:00+01:00,61600.0,62217.0
2025-02-28 13:45:00+01:00,61300.0,61638.0
2025-02-28 14:00:00+01:00,61000.0,61097.0
2025-02-28 14:15:00+01:00,60600.0,59808.0
2025-02-28 14:30:00+01:00,60200.0,59401.0
2025-02-28 14:45:00+01:00,59500.0,58823.0
2025-02-28 15:00:00+01:00,58800.0,58606.0
2025-02-28 15:15:00+01:00,58450.0,57766.0
2025-02-28 15:30:00+01:00,58100.0,57344.0
2025-02-28 15:45:00+01:00,57800.0,57267.0
2025-02-28 16:00:00+01:00,57500.0,56751.0
2025-02-28 16:15:00+01:00,57100.0,56381.0
2025-02-28 16:30:00+01:00,56700.0,56053.0
2025-02-28 16:45:00+01:00,56600.0,55906.0
2025-02-28 17:00:00+01:00,56500.0,56149.0
2025-02-28 17:15:00+01:00,57000.0,56519.0
2025-02-28 17:30:00+01:00,57500.0,56998.0
2025-02-28 17:45:00+01:00,58600.0,57676.0
2025-02-28 18:00:00+01:00,59700.0,58873.0
2025-02-28 18:15:00+01:00,61250.0,60405.0
2025-02-28 18:30:00+01:00,62800.0,61998.0
2025-02-28 18:45:00+01:00,64200.0,63596.0
2025-02-28 19:00:00+01:00,65600.0,64424.0
2025-02-28 19:15:00+01:00,65400.0,64672.0
2025-02-28 19:30:00+01:00,65200.0,64361.0
