"Time (UTC)","Day-ahead Total Load Forecast [MW] - France (FR)","Actual Total Load [MW] - France (FR)"
"07.04.2024 23:00 - 08.04.2024 00:00","39250","39497"
"08.04.2024 00:00 - 08.04.2024 01:00","38250","38251"
"08.04.2024 01:00 - 08.04.2024 02:00","36000","36428"
"08.04.2024 02:00 - 08.04.2024 03:00","34800","35963"
"08.04.2024 03:00 - 08.04.2024 04:00","36450","38466"
"08.04.2024 04:00 - 08.04.2024 05:00","41000","43319"
"08.04.2024 05:00 - 08.04.2024 06:00","46550","47236"
"08.04.2024 06:00 - 08.04.2024 07:00","49650","49567"
"08.04.2024 07:00 - 08.04.2024 08:00","51400","50351"
"08.04.2024 08:00 - 08.04.2024 09:00","51400","50059"
"08.04.2024 09:00 - 08.04.2024 10:00","51250","50301"
"08.04.2024 10:00 - 08.04.2024 11:00","51500","50798"
"08.04.2024 11:00 - 08.04.2024 12:00","51300","49093"
"08.04.2024 12:00 - 08.04.2024 13:00","49300","47415"
"08.04.2024 13:00 - 08.04.2024 14:00","46350","46383"
"08.04.2024 14:00 - 08.04.2024 15:00","45400","45469"
"08.04.2024 15:00 - 08.04.2024 16:00","45200","44652"
"08.04.2024 16:00 - 08.04.2024 17:00","46350","46442"
"08.04.2024 17:00 - 08.04.2024 18:00","48750","48710"
"08.04.2024 18:00 - 08.04.2024 19:00","48900","48013"
"08.04.2024 19:00 - 08.04.2024 20:00","47150","45767"
"08.04.2024 20:00 - 08.04.2024 21:00","44700","46126"
"08.04.2024 21:00 - 08.04.2024 22:00","46350","46192"
"08.04.2024 22:00 - 08.04.2024 23:00","44450","43323"
"08.04.2024 23:00 - 09.04.2024 00:00","41850","41248"
"09.04.2024 00:00 - 09.04.2024 01:00","40450","39394"
"09.04.2024 01:00 - 09.04.2024 02:00","38950","37776"
"09.04.2024 02:00 - 09.04.2024 03:00","38250","37540"
"09.04.2024 03:00 - 09.04.2024 04:00","40300","40254"
"09.04.2024 04:00 - 09.04.2024 05:00","44450","44745"
"09.04.2024 05:00 - 09.04.2024 06:00","49550","49142"
"09.04.2024 06:00 - 09.04.2024 07:00","52450","52004"
"09.04.2024 07:00 - 09.04.2024 08:00","53800","52989"
"09.04.2024 08:00 - 09.04.2024 09:00","53600","53161"
"09.04.2024 09:00 - 09.04.2024 10:00","53750","53479"
"09.04.2024 10:00 - 09.04.2024 11:00","54000","53859"
"09.04.2024 11:00 - 09.04.2024 12:00","53750","52779"
"09.04.2024 12:00 - 09.04.2024 13:00","51650","50924"
"09.04.2024 13:00 - 09.04.2024 14:00","50000","48972"
"09.04.2024 14:00 - 09.04.2024 15:00","48700","47507"
"09.04.2024 15:00 - 09.04.2024 16:00","47650","46397"
"09.04.2024 16:00 - 09.04.2024 17:00","49450","48630"
"09.04.2024 17:00 - 09.04.2024 18:00","52400","50991"
"09.04.2024 18:00 - 09.04.2024 19:00","53150","50959"
"09.04.2024 19:00 - 09.04.2024 20:00","51150","49435"
"09.04.2024 20:00 - 09.04.2024 21:00","49200","50043"
"09.04.2024 21:00 - 09.04.2024 22:00","51150","49912"
"09.04.2024 22:00 - 09.04.2024 23:00","48200","47438"
"09.04.2024 23:00 - 10.04.2024 00:00","45950","45492"
"10.04.2024 00:00 - 10.04.2024 01:00","43850","44231"
"10.04.2024 01:00 - 10.04.2024 02:00","43050","42469"
"10.04.2024 02:00 - 10.04.2024 03:00","41750","42146"
"10.04.2024 03:00 - 10.04.2024 04:00","43350","44424"
"10.04.2024 04:00 - 10.04.2024 05:00","46800","49501"
"10.04.2024 05:00 - 10.04.2024 06:00","51100","53633"
"10.04.2024 06:00 - 10.04.2024 07:00","53750","55680"
"10.04.2024 07:00 - 10.04.2024 08:00","54700","55844"
"10.04.2024 08:00 - 10.04.2024 09:00","54350","54920"
"10.04.2024 09:00 - 10.04.2024 10:00","54200","54655"
"10.04.2024 10:00 - 10.04.2024 11:00","54400","54984"
"10.04.2024 11:00 - 10.04.2024 12:00","53600","52259"
"10.04.2024 12:00 - 10.04.2024 13:00","51000","50031"
"10.04.2024 13:00 - 10.04.2024 14:00","49300","48400"
"10.04.2024 14:00 - 10.04.2024 15:00","47750","47100"
"10.04.2024 15:00 - 10.04.2024 16:00","46650","46497"
"10.04.2024 16:00 - 10.04.2024 17:00","48300","48782"
"10.04.2024 17:00 - 10.04.2024 18:00","51100","50844"
"10.04.2024 18:00 - 10.04.2024 19:00","52000","50630"
"10.04.2024 19:00 - 10.04.2024 20:00","50150","49622"
"10.04.2024 20:00 - 10.04.2024 21:00","48950","49807"
"10.04.2024 21:00 - 10.04.2024 22:00","50800","49668"
"10.04.2024 22:00 - 10.04.2024 23:00","48200","47025"
"10.04.2024 23:00 - 11.04.2024 00:00","44950","45059"
"11.04.2024 00:00 - 11.04.2024 01:00","44250","43812"
"11.04.2024 01:00 - 11.04.2024 02:00","42400","41961"
"11.04.2024 02:00 - 11.04.2024 03:00","41200","41233"
"11.04.2024 03:00 - 11.04.2024 04:00","42650","43528"
"11.04.2024 04:00 - 11.04.2024 05:00","46700","48214"
"11.04.2024 05:00 - 11.04.2024 06:00","51850","51974"
"11.04.2024 06:00 - 11.04.2024 07:00","54050","53613"
"11.04.2024 07:00 - 11.04.2024 08:00","54800","53949"
"11.04.2024 08:00 - 11.04.2024 09:00","54500","52936"
"11.04.2024 09:00 - 11.04.2024 10:00","53650","52632"
"11.04.2024 10:00 - 11.04.2024 11:00","53500","52764"
"11.04.2024 11:00 - 11.04.2024 12:00","53100","51177"
"11.04.2024 12:00 - 11.04.2024 13:00","49700","49379"
"11.04.2024 13:00 - 11.04.2024 14:00","47650","47670"
"11.04.2024 14:00 - 11.04.2024 15:00","45000","46031"
"11.04.2024 15:00 - 11.04.2024 16:00","43900","45779"
"11.04.2024 16:00 - 11.04.2024 17:00","45450","47335"
"11.04.2024 17:00 - 11.04.2024 18:00","48100","48892"
"11.04.2024 18:00 - 11.04.2024 19:00","48500","48601"
"11.04.2024 19:00 - 11.04.2024 20:00","47200","47846"
"11.04.2024 20:00 - 11.04.2024 21:00","46850","48159"
"11.04.2024 21:00 - 11.04.2024 22:00","48150","47939"
"11.04.2024 22:00 - 11.04.2024 23:00","46700","45321"
"11.04.2024 23:00 - 12.04.2024 00:00","43800","43247"
"12.04.2024 00:00 - 12.04.2024 01:00","43350","41936"
"12.04.2024 01:00 - 12.04.2024 02:00","40900","40052"
"12.04.2024 02:00 - 12.04.2024 03:00","39500","39412"
"12.04.2024 03:00 - 12.04.2024 04:00","40450","41484"
"12.04.2024 04:00 - 12.04.2024 05:00","44100","46198"
"12.04.2024 05:00 - 12.04.2024 06:00","48800","49870"
"12.04.2024 06:00 - 12.04.2024 07:00","50400","51340"
"12.04.2024 07:00 - 12.04.2024 08:00","50750","51266"
"12.04.2024 08:00 - 12.04.2024 09:00","50050","50397"
"12.04.2024 09:00 - 12.04.2024 10:00","49850","49692"
"12.04.2024 10:00 - 12.04.2024 11:00","50550","49972"
"12.04.2024 11:00 - 12.04.2024 12:00","49850","48726"
"12.04.2024 12:00 - 12.04.2024 13:00","47500","46528"
"12.04.2024 13:00 - 12.04.2024 14:00","45450","44609"
"12.04.2024 14:00 - 12.04.2024 15:00","43550","42993"
"12.04.2024 15:00 - 12.04.2024 16:00","42150","42812"
"12.04.2024 16:00 - 12.04.2024 17:00","43250","44571"
"12.04.2024 17:00 - 12.04.2024 18:00","45500","45306"
"12.04.2024 18:00 - 12.04.2024 19:00","46100","45033"
"12.04.2024 19:00 - 12.04.2024 20:00","44900","44787"
"12.04.2024 20:00 - 12.04.2024 21:00","44550","45339"
"12.04.2024 21:00 - 12.04.2024 22:00","46600","45262"
"12.04.2024 22:00 - 12.04.2024 23:00","43700","42410"
"12.04.2024 23:00 - 13.04.2024 00:00","40850","40015"
"13.04.2024 00:00 - 13.04.2024 01:00","39350","38340"
"13.04.2024 01:00 - 13.04.2024 02:00","36850","35979"
"13.04.2024 02:00 - 13.04.2024 03:00","35450","34624"
"13.04.2024 03:00 - 13.04.2024 04:00","35250","34901"
"13.04.2024 04:00 - 13.04.2024 05:00","36450","36438"
"13.04.2024 05:00 - 13.04.2024 06:00","37500","37602"
"13.04.2024 06:00 - 13.04.2024 07:00","39300","39559"
"13.04.2024 07:00 - 13.04.2024 08:00","41500","41554"
"13.04.2024 08:00 - 13.04.2024 09:00","42200","42453"
"13.04.2024 09:00 - 13.04.2024 10:00","42000","42780"
"13.04.2024 10:00 - 13.04.2024 11:00","43050","44688"
"13.04.2024 11:00 - 13.04.2024 12:00","43500","43444"
"13.04.2024 12:00 - 13.04.2024 13:00","40750","41613"
"13.04.2024 13:00 - 13.04.2024 14:00","39400","39886"
"13.04.2024 14:00 - 13.04.2024 15:00","38100","38279"
"13.04.2024 15:00 - 13.04.2024 16:00","37400","38244"
"13.04.2024 16:00 - 13.04.2024 17:00","38750","38851"
"13.04.2024 17:00 - 13.04.2024 18:00","41150","39907"
"13.04.2024 18:00 - 13.04.2024 19:00","41500","39673"
"13.04.2024 19:00 - 13.04.2024 20:00","41250","40082"
"13.04.2024 20:00 - 13.04.2024 21:00","41250","41049"
"13.04.2024 21:00 - 13.04.2024 22:00","43050","41640"
"13.04.2024 22:00 - 13.04.2024 23:00","40900","39393"
"13.04.2024 23:00 - 14.04.2024 00:00","38100","37203"
"14.04.2024 00:00 - 14.04.2024 01:00","36750","35517"
"14.04.2024 01:00 - 14.04.2024 02:00","33950","33324"
"14.04.2024 02:00 - 14.04.2024 03:00","32150","31893"
"14.04.2024 03:00 - 14.04.2024 04:00","31850","31935"
"14.04.2024 04:00 - 14.04.2024 05:00","32700","32467"
"14.04.2024 05:00 - 14.04.2024 06:00","33200","32946"
"14.04.2024 06:00 - 14.04.2024 07:00","34700","34741"
"14.04.2024 07:00 - 14.04.2024 08:00","36950","37321"
"14.04.2024 08:00 - 14.04.2024 09:00","38200","38933"
"14.04.2024 09:00 - 14.04.2024 10:00","40150","40372"
"14.04.2024 10:00 - 14.04.2024 11:00","42100","42449"
"14.04.2024 11:00 - 14.04.2024 12:00","42250","41145"
"14.04.2024 12:00 - 14.04.2024 13:00","39350","38252"
"14.04.2024 13:00 - 14.04.2024 14:00","37750","36658"
"14.04.2024 14:00 - 14.04.2024 15:00","36500","35552"
"14.04.2024 15:00 - 14.04.2024 16:00","36450","35875"
"14.04.2024 16:00 - 14.04.2024 17:00","38750","37792"
"14.04.2024 17:00 - 14.04.2024 18:00","42050","40249"
"14.04.2024 18:00 - 14.04.2024 19:00","42450","40660"
"14.04.2024 19:00 - 14.04.2024 20:00","42000","40772"
"14.04.2024 20:00 - 14.04.2024 21:00","41250","41381"
"14.04.2024 21:00 - 14.04.2024 22:00","43050","41318"
"14.04.2024 22:00 - 14.04.2024 23:00","40250","39089"
"14.04.2024 23:00 - 15.04.2024 00:00","38150","36910"
"15.04.2024 00:00 - 15.04.2024 01:00","37500","35571"
"15.04.2024 01:00 - 15.04.2024 02:00","35200","33612"
"15.04.2024 02:00 - 15.04.2024 03:00","34300","32920"
"15.04.2024 03:00 - 15.04.2024 04:00","36300","35299"
"15.04.2024 04:00 - 15.04.2024 05:00","40600","39727"
"15.04.2024 05:00 - 15.04.2024 06:00","44850","43395"
"15.04.2024 06:00 - 15.04.2024 07:00","48200","46309"
"15.04.2024 07:00 - 15.04.2024 08:00","50450","47570"
"15.04.2024 08:00 - 15.04.2024 09:00","51250","47456"
"15.04.2024 09:00 - 15.04.2024 10:00","51800","48576"
"15.04.2024 10:00 - 15.04.2024 11:00","52150","48809"
"15.04.2024 11:00 - 15.04.2024 12:00","51650","47674"
"15.04.2024 12:00 - 15.04.2024 13:00","48900","45437"
"15.04.2024 13:00 - 15.04.2024 14:00","47550","44193"
"15.04.2024 14:00 - 15.04.2024 15:00","46500","43536"
"15.04.2024 15:00 - 15.04.2024 16:00","45900","42896"
"15.04.2024 16:00 - 15.04.2024 17:00","47250","45462"
"15.04.2024 17:00 - 15.04.2024 18:00","50150","47739"
"15.04.2024 18:00 - 15.04.2024 19:00","49950","46770"
"15.04.2024 19:00 - 15.04.2024 20:00","48100","45914"
"15.04.2024 20:00 - 15.04.2024 21:00","46900","46273"
"15.04.2024 21:00 - 15.04.2024 22:00","47800","46050"
"15.04.2024 22:00 - 15.04.2024 23:00","43650","43480"
"15.04.2024 23:00 - 16.04.2024 00:00","40450","41493"
"16.04.2024 00:00 - 16.04.2024 01:00","39150","40418"
"16.04.2024 01:00 - 16.04.2024 02:00","37200","38347"
"16.04.2024 02:00 - 16.04.2024 03:00","36000","37801"
"16.04.2024 03:00 - 16.04.2024 04:00","38000","39889"
"16.04.2024 04:00 - 16.04.2024 05:00","42000","44062"
"16.04.2024 05:00 - 16.04.2024 06:00","46750","47998"
"16.04.2024 06:00 - 16.04.2024 07:00","49700","50512"
"16.04.2024 07:00 - 16.04.2024 08:00","51450","51669"
"16.04.2024 08:00 - 16.04.2024 09:00","51200","51849"
"16.04.2024 09:00 - 16.04.2024 10:00","51800","52017"
"16.04.2024 10:00 - 16.04.2024 11:00","51900","52226"
"16.04.2024 11:00 - 16.04.2024 12:00","51850","51031"
"16.04.2024 12:00 - 16.04.2024 13:00","49500","48975"
"16.04.2024 13:00 - 16.04.2024 14:00","47150","47439"
"16.04.2024 14:00 - 16.04.2024 15:00","45450","46132"
"16.04.2024 15:00 - 16.04.2024 16:00","43700","45670"
"16.04.2024 16:00 - 16.04.2024 17:00","45450","47399"
"16.04.2024 17:00 - 16.04.2024 18:00","49200","49537"
"16.04.2024 18:00 - 16.04.2024 19:00","49850","49186"
"16.04.2024 19:00 - 16.04.2024 20:00","48150","48428"
"16.04.2024 20:00 - 16.04.2024 21:00","48000","48829"
"16.04.2024 21:00 - 16.04.2024 22:00","48400","48680"
"16.04.2024 22:00 - 16.04.2024 23:00","47600","46064"
"16.04.2024 23:00 - 17.04.2024 00:00","45100","43826"
"17.04.2024 00:00 - 17.04.2024 01:00","44150","42707"
"17.04.2024 01:00 - 17.04.2024 02:00","42000","41177"
"17.04.2024 02:00 - 17.04.2024 03:00","41150","40779"
"17.04.2024 03:00 - 17.04.2024 04:00","42600","42756"
"17.04.2024 04:00 - 17.04.2024 05:00","46500","46942"
"17.04.2024 05:00 - 17.04.2024 06:00","50550","50923"
"17.04.2024 06:00 - 17.04.2024 07:00","53600","53586"
"17.04.2024 07:00 - 17.04.2024 08:00","54850","54249"
"17.04.2024 08:00 - 17.04.2024 09:00","54350","53665"
"17.04.2024 09:00 - 17.04.2024 10:00","53950","53840"
"17.04.2024 10:00 - 17.04.2024 11:00","54200","54064"
"17.04.2024 11:00 - 17.04.2024 12:00","53650","52509"
"17.04.2024 12:00 - 17.04.2024 13:00","51250","51143"
"17.04.2024 13:00 - 17.04.2024 14:00","49650","49545"
"17.04.2024 14:00 - 17.04.2024 15:00","48600","48582"
"17.04.2024 15:00 - 17.04.2024 16:00","48000","48154"
"17.04.2024 16:00 - 17.04.2024 17:00","50000","50672"
"17.04.2024 17:00 - 17.04.2024 18:00","53450","52337"
"17.04.2024 18:00 - 17.04.2024 19:00","52850","51778"
"17.04.2024 19:00 - 17.04.2024 20:00","52200","51113"
"17.04.2024 20:00 - 17.04.2024 21:00","51250","51556"
"17.04.2024 21:00 - 17.04.2024 22:00","52650","51387"
"17.04.2024 22:00 - 17.04.2024 23:00","49250","48869"
"17.04.2024 23:00 - 18.04.2024 00:00","46850","46775"
"18.04.2024 00:00 - 18.04.2024 01:00","46100","45641"
"18.04.2024 01:00 - 18.04.2024 02:00","43750","43804"
"18.04.2024 02:00 - 18.04.2024 03:00","42750","43209"
"18.04.2024 03:00 - 18.04.2024 04:00","44400","45378"
"18.04.2024 04:00 - 18.04.2024 05:00","48700","49787"
"18.04.2024 05:00 - 18.04.2024 06:00","53100","53802"
"18.04.2024 06:00 - 18.04.2024 07:00","55400","55880"
"18.04.2024 07:00 - 18.04.2024 08:00","56500","56270"
"18.04.2024 08:00 - 18.04.2024 09:00","56000","55916"
"18.04.2024 09:00 - 18.04.2024 10:00","55700","56017"
"18.04.2024 10:00 - 18.04.2024 11:00","55650","55845"
"18.04.2024 11:00 - 18.04.2024 12:00","55150","54412"
"18.04.2024 12:00 - 18.04.2024 13:00","53150","52783"
"18.04.2024 13:00 - 18.04.2024 14:00","51400","50768"
"18.04.2024 14:00 - 18.04.2024 15:00","49850","49187"
"18.04.2024 15:00 - 18.04.2024 16:00","48700","48467"
"18.04.2024 16:00 - 18.04.2024 17:00","49300","50150"
"18.04.2024 17:00 - 18.04.2024 18:00","52250","51875"
"18.04.2024 18:00 - 18.04.2024 19:00","52300","51616"
"18.04.2024 19:00 - 18.04.2024 20:00","52350","51392"
"18.04.2024 20:00 - 18.04.2024 21:00","51750","52057"
"18.04.2024 21:00 - 18.04.2024 22:00","52600","51927"
"18.04.2024 22:00 - 18.04.2024 23:00","50250","49210"
"18.04.2024 23:00 - 19.04.2024 00:00","47650","47122"
"19.04.2024 00:00 - 19.04.2024 01:00","46950","45828"
"19.04.2024 01:00 - 19.04.2024 02:00","44850","44200"
"19.04.2024 02:00 - 19.04.2024 03:00","43900","43528"
"19.04.2024 03:00 - 19.04.2024 04:00","45250","45692"
"19.04.2024 04:00 - 19.04.2024 05:00","49450","49936"
"19.04.2024 05:00 - 19.04.2024 06:00","54150","53879"
"19.04.2024 06:00 - 19.04.2024 07:00","56500","55871"
"19.04.2024 07:00 - 19.04.2024 08:00","57200","56279"
"19.04.2024 08:00 - 19.04.2024 09:00","55750","55861"
"19.04.2024 09:00 - 19.04.2024 10:00","54650","55608"
"19.04.2024 10:00 - 19.04.2024 11:00","54450","56147"
"19.04.2024 11:00 - 19.04.2024 12:00","53400","54389"
"19.04.2024 12:00 - 19.04.2024 13:00","50950","52229"
"19.04.2024 13:00 - 19.04.2024 14:00","48800","50502"
"19.04.2024 14:00 - 19.04.2024 15:00","47100","48776"
"19.04.2024 15:00 - 19.04.2024 16:00","45850","48521"
"19.04.2024 16:00 - 19.04.2024 17:00","47350","49949"
"19.04.2024 17:00 - 19.04.2024 18:00","49150","50615"
"19.04.2024 18:00 - 19.04.2024 19:00","49150","50232"
"19.04.2024 19:00 - 19.04.2024 20:00","49350","49884"
"19.04.2024 20:00 - 19.04.2024 21:00","49450","50118"
"19.04.2024 21:00 - 19.04.2024 22:00","50550","50155"
"19.04.2024 22:00 - 19.04.2024 23:00","48950","47606"
"19.04.2024 23:00 - 20.04.2024 00:00","46100","45277"
"20.04.2024 00:00 - 20.04.2024 01:00","44900","43895"
"20.04.2024 01:00 - 20.04.2024 02:00","42150","41935"
"20.04.2024 02:00 - 20.04.2024 03:00","40550","40742"
"20.04.2024 03:00 - 20.04.2024 04:00","40350","41397"
"20.04.2024 04:00 - 20.04.2024 05:00","42250","42875"
"20.04.2024 05:00 - 20.04.2024 06:00","43850","44463"
"20.04.2024 06:00 - 20.04.2024 07:00","45700","46629"
"20.04.2024 07:00 - 20.04.2024 08:00","48150","48276"
"20.04.2024 08:00 - 20.04.2024 09:00","49750","48807"
"20.04.2024 09:00 - 20.04.2024 10:00","49900","49439"
"20.04.2024 10:00 - 20.04.2024 11:00","51250","50803"
"20.04.2024 11:00 - 20.04.2024 12:00","51100","48805"
"20.04.2024 12:00 - 20.04.2024 13:00","48400","46374"
"20.04.2024 13:00 - 20.04.2024 14:00","46650","44655"
"20.04.2024 14:00 - 20.04.2024 15:00","44550","42753"
"20.04.2024 15:00 - 20.04.2024 16:00","44050","42451"
"20.04.2024 16:00 - 20.04.2024 17:00","45550","44694"
"20.04.2024 17:00 - 20.04.2024 18:00","47850","46417"
"20.04.2024 18:00 - 20.04.2024 19:00","47800","46853"
"20.04.2024 19:00 - 20.04.2024 20:00","48850","47475"
"20.04.2024 20:00 - 20.04.2024 21:00","48600","48894"
"20.04.2024 21:00 - 20.04.2024 22:00","50700","49400"
"20.04.2024 22:00 - 20.04.2024 23:00","47800","47361"
"20.04.2024 23:00 - 21.04.2024 00:00","45200","45363"
"21.04.2024 00:00 - 21.04.2024 01:00","44200","44205"
"21.04.2024 01:00 - 21.04.2024 02:00","41950","42237"
"21.04.2024 02:00 - 21.04.2024 03:00","40800","41234"
"21.04.2024 03:00 - 21.04.2024 04:00","41100","41707"
"21.04.2024 04:00 - 21.04.2024 05:00","41750","42511"
"21.04.2024 05:00 - 21.04.2024 06:00","42000","43408"
"21.04.2024 06:00 - 21.04.2024 07:00","43600","45068"
"21.04.2024 07:00 - 21.04.2024 08:00","46000","46645"
"21.04.2024 08:00 - 21.04.2024 09:00","47300","47573"
"21.04.2024 09:00 - 21.04.2024 10:00","48000","48442"
"21.04.2024 10:00 - 21.04.2024 11:00","49500","50140"
"21.04.2024 11:00 - 21.04.2024 12:00","48850","47972"
"21.04.2024 12:00 - 21.04.2024 13:00","45800","45310"
"21.04.2024 13:00 - 21.04.2024 14:00","43550","43493"
"21.04.2024 14:00 - 21.04.2024 15:00","42250","42188"
"21.04.2024 15:00 - 21.04.2024 16:00","42100","42215"
"21.04.2024 16:00 - 21.04.2024 17:00","44050","44448"
"21.04.2024 17:00 - 21.04.2024 18:00","47600","47350"
"21.04.2024 18:00 - 21.04.2024 19:00","48400","48419"
"21.04.2024 19:00 - 21.04.2024 20:00","48700","49224"
"21.04.2024 20:00 - 21.04.2024 21:00","48550","50309"
"21.04.2024 21:00 - 21.04.2024 22:00","50350","50305"
"21.04.2024 22:00 - 21.04.2024 23:00","48600","48283"
"21.04.2024 23:00 - 22.04.2024 00:00","46200","46335"
"22.04.2024 00:00 - 22.04.2024 01:00","45650","45373"
"22.04.2024 01:00 - 22.04.2024 02:00","44100","43937"
"22.04.2024 02:00 - 22.04.2024 03:00","43550","43807"
"22.04.2024 03:00 - 22.04.2024 04:00","45400","46838"
"22.04.2024 04:00 - 22.04.2024 05:00","49600","51605"
"22.04.2024 05:00 - 22.04.2024 06:00","54700","56014"
"22.04.2024 06:00 - 22.04.2024 07:00","57650","58484"
"22.04.2024 07:00 - 22.04.2024 08:00","58800","58734"
"22.04.2024 08:00 - 22.04.2024 09:00","58200","57876"
"22.04.2024 09:00 - 22.04.2024 10:00","57850","58112"
"22.04.2024 10:00 - 22.04.2024 11:00","58250","59073"
"22.04.2024 11:00 - 22.04.2024 12:00","58050","57196"
"22.04.2024 12:00 - 22.04.2024 13:00","55850","54910"
"22.04.2024 13:00 - 22.04.2024 14:00","53550","52909"
"22.04.2024 14:00 - 22.04.2024 15:00","51900","51377"
"22.04.2024 15:00 - 22.04.2024 16:00","51000","51499"
"22.04.2024 16:00 - 22.04.2024 17:00","52750","53558"
"22.04.2024 17:00 - 22.04.2024 18:00","56050","55984"
"22.04.2024 18:00 - 22.04.2024 19:00","55350","55264"
"22.04.2024 19:00 - 22.04.2024 20:00","55100","54784"
"22.04.2024 20:00 - 22.04.2024 21:00","53950","55237"
"22.04.2024 21:00 - 22.04.2024 22:00","55350","54807"
"22.04.2024 22:00 - 22.04.2024 23:00","53050","52162"
"22.04.2024 23:00 - 23.04.2024 00:00","49800","50082"
"23.04.2024 00:00 - 23.04.2024 01:00","49050","49126"
"23.04.2024 01:00 - 23.04.2024 02:00","47000","47450"
"23.04.2024 02:00 - 23.04.2024 03:00","46300","47122"
"23.04.2024 03:00 - 23.04.2024 04:00","47750","49771"
"23.04.2024 04:00 - 23.04.2024 05:00","51750","54293"
"23.04.2024 05:00 - 23.04.2024 06:00","56500","58319"
"23.04.2024 06:00 - 23.04.2024 07:00","59450","60260"
"23.04.2024 07:00 - 23.04.2024 08:00","60550","59899"
"23.04.2024 08:00 - 23.04.2024 09:00","59900","58630"
"23.04.2024 09:00 - 23.04.2024 10:00","59550","58743"
"23.04.2024 10:00 - 23.04.2024 11:00","59450","59265"
"23.04.2024 11:00 - 23.04.2024 12:00","59650","57144"
"23.04.2024 12:00 - 23.04.2024 13:00","57300","54412"
"23.04.2024 13:00 - 23.04.2024 14:00","54050","52400"
"23.04.2024 14:00 - 23.04.2024 15:00","52000","51172"
"23.04.2024 15:00 - 23.04.2024 16:00","51050","51111"
"23.04.2024 16:00 - 23.04.2024 17:00","52450","53360"
"23.04.2024 17:00 - 23.04.2024 18:00","55350","55273"
"23.04.2024 18:00 - 23.04.2024 19:00","55300","54516"
"23.04.2024 19:00 - 23.04.2024 20:00","54600","54059"
"23.04.2024 20:00 - 23.04.2024 21:00","53300","54361"
"23.04.2024 21:00 - 23.04.2024 22:00","55150","53969"
"23.04.2024 22:00 - 23.04.2024 23:00","52750","51473"
"23.04.2024 23:00 - 24.04.2024 00:00","49400","49490"
"24.04.2024 00:00 - 24.04.2024 01:00","48750","48478"
"24.04.2024 01:00 - 24.04.2024 02:00","46900","46687"
"24.04.2024 02:00 - 24.04.2024 03:00","45900","46048"
"24.04.2024 03:00 - 24.04.2024 04:00","47550","48245"
"24.04.2024 04:00 - 24.04.2024 05:00","51550","52222"
"24.04.2024 05:00 - 24.04.2024 06:00","55850","56073"
"24.04.2024 06:00 - 24.04.2024 07:00","59050","58509"
"24.04.2024 07:00 - 24.04.2024 08:00","59750","59156"
"24.04.2024 08:00 - 24.04.2024 09:00","59200","58830"
"24.04.2024 09:00 - 24.04.2024 10:00","59100","59404"
"24.04.2024 10:00 - 24.04.2024 11:00","59450","60076"
"24.04.2024 11:00 - 24.04.2024 12:00","58250","58414"
"24.04.2024 12:00 - 24.04.2024 13:00","55250","56800"
"24.04.2024 13:00 - 24.04.2024 14:00","53200","55087"
"24.04.2024 14:00 - 24.04.2024 15:00","51700","53974"
"24.04.2024 15:00 - 24.04.2024 16:00","50700","53786"
"24.04.2024 16:00 - 24.04.2024 17:00","52400","55981"
"24.04.2024 17:00 - 24.04.2024 18:00","54950","57241"
"24.04.2024 18:00 - 24.04.2024 19:00","54400","56091"
"24.04.2024 19:00 - 24.04.2024 20:00","54450","55410"
"24.04.2024 20:00 - 24.04.2024 21:00","53200","55828"
"24.04.2024 21:00 - 24.04.2024 22:00","55550","55626"
"24.04.2024 22:00 - 24.04.2024 23:00","53550","52702"
"24.04.2024 23:00 - 25.04.2024 00:00","51050","50537"
"25.04.2024 00:00 - 25.04.2024 01:00","50100","49486"
"25.04.2024 01:00 - 25.04.2024 02:00","47800","47553"
"25.04.2024 02:00 - 25.04.2024 03:00","47000","46953"
"25.04.2024 03:00 - 25.04.2024 04:00","48800","49224"
"25.04.2024 04:00 - 25.04.2024 05:00","52250","53383"
"25.04.2024 05:00 - 25.04.2024 06:00","56650","57253"
"25.04.2024 06:00 - 25.04.2024 07:00","59650","59215"
"25.04.2024 07:00 - 25.04.2024 08:00","59550","58968"
"25.04.2024 08:00 - 25.04.2024 09:00","58250","57588"
"25.04.2024 09:00 - 25.04.2024 10:00","58050","57642"
"25.04.2024 10:00 - 25.04.2024 11:00","58300","58073"
"25.04.2024 11:00 - 25.04.2024 12:00","57550","56065"
"25.04.2024 12:00 - 25.04.2024 13:00","55650","53653"
"25.04.2024 13:00 - 25.04.2024 14:00","53800","51898"
"25.04.2024 14:00 - 25.04.2024 15:00","51900","50539"
"25.04.2024 15:00 - 25.04.2024 16:00","50700","50220"
"25.04.2024 16:00 - 25.04.2024 17:00","51700","52192"
"25.04.2024 17:00 - 25.04.2024 18:00","54100","54074"
"25.04.2024 18:00 - 25.04.2024 19:00","53500","53367"
"25.04.2024 19:00 - 25.04.2024 20:00","53150","52675"
"25.04.2024 20:00 - 25.04.2024 21:00","52400","53077"
"25.04.2024 21:00 - 25.04.2024 22:00","54350","52613"
"25.04.2024 22:00 - 25.04.2024 23:00","50950","49746"
"25.04.2024 23:00 - 26.04.2024 00:00","48200","47498"
"26.04.2024 00:00 - 26.04.2024 01:00","47350","46341"
"26.04.2024 01:00 - 26.04.2024 02:00","44800","44607"
