Time (UTC),Actual Total Load [MW] - France (FR),Day-ahead Total Load Forecast [MW] - France (FR)
2025-03-24 02:00:00+01:00,46000.0,45812.0
2025-03-24 02:15:00+01:00,45500.0,45206.0
2025-03-24 02:30:00+01:00,45000.0,44573.0
2025-03-24 02:45:00+01:00,44600.0,43974.0
2025-03-24 03:00:00+01:00,44200.0,43802.0
2025-03-24 03:15:00+01:00,43800.0,43412.0
2025-03-24 03:30:00+01:00,43400.0,43023.0
2025-03-24 03:45:00+01:00,43100.0,42649.0
2025-03-24 04:00:00+01:00,42800.0,42898.0
2025-03-24 04:15:00+01:00,42800.0,42796.0
2025-03-24 04:30:00+01:00,42800.0,42987.0
2025-03-24 04:45:00+01:00,43650.0,43342.0
2025-03-24 05:00:00+01:00,44500.0,44774.0
2025-03-24 05:15:00+01:00,45350.0,45346.0
2025-03-24 05:30:00+01:00,46200.0,46214.0
2025-03-24 05:45:00+01:00,47500.0,46921.0
2025-03-24 06:00:00+01:00,48800.0,48925.0
2025-03-24 06:15:00+01:00,50000.0,49982.0
2025-03-24 06:30:00+01:00,51200.0,51003.0
2025-03-24 06:45:00+01:00,52650.0,51991.0
2025-03-24 07:00:00+01:00,54100.0,53359.0
2025-03-24 07:15:00+01:00,54950.0,54582.0
2025-03-24 07:30:00+01:00,55800.0,55194.0
2025-03-24 07:45:00+01:00,56250.0,55913.0
2025-03-24 08:00:00+01:00,56700.0,56565.0
2025-03-24 08:15:00+01:00,57300.0,56945.0
2025-03-24 08:30:00+01:00,57900.0,57158.0
2025-03-24 08:45:00+01:00,58050.0,57135.0
2025-03-24 09:00:00+01:00,58200.0,57187.0
2025-03-24 09:15:00+01:00,58050.0,57025.0
2025-03-24 09:30:00+01:00,57900.0,56702.0
2025-03-24 09:45:00+01:00,57750.0,56903.0
2025-03-24 10:00:00+01:00,57600.0,56754.0
2025-03-24 10:15:00+01:00,57150.0,56378.0
2025-03-24 10:30:00+01:00,56700.0,55449.0
2025-03-24 10:45:00+01:00,56600.0,55263.0
2025-03-24 11:00:00+01:00,56500.0,55297.0
2025-03-24 11:15:00+01:00,56250.0,55061.0
2025-03-24 11:30:00+01:00,56000.0,54990.0
2025-03-24 11:45:00+01:00,56450.0,55202.0
2025-03-24 12:00:00+01:00,56900.0,55480.0
2025-03-24 12:15:00+01:00,56700.0,55335.0
2025-03-24 12:30:00+01:00,56500.0,56148.0
2025-03-24 12:45:00+01:00,56800.0,55402.0
2025-03-24 13:00:00+01:00,57100.0,55132.0
