Time (UTC),Actual Total Load [MW] - France (FR),Day-ahead Total Load Forecast [MW] - France (FR)
07.10.2024 00:00 - 07.10.2024 01:00,37003,-
07.10.2024 01:00 - 07.10.2024 02:00,35077,-
07.10.2024 02:00 - 07.10.2024 03:00,34646,-
07.10.2024 03:00 - 07.10.2024 04:00,36863,-
07.10.2024 04:00 - 07.10.2024 05:00,41935,-
07.10.2024 05:00 - 07.10.2024 06:00,47140,-
07.10.2024 06:00 - 07.10.2024 07:00,49292,-
07.10.2024 07:00 - 07.10.2024 08:00,50308,-
07.10.2024 08:00 - 07.10.2024 09:00,50904,-
07.10.2024 09:00 - 07.10.2024 10:00,51360,-
07.10.2024 10:00 - 07.10.2024 11:00,52484,-
07.10.2024 11:00 - 07.10.2024 12:00,51142,-
07.10.2024 12:00 - 07.10.2024 13:00,49917,-
07.10.2024 13:00 - 07.10.2024 14:00,48810,-
07.10.2024 14:00 - 07.10.2024 15:00,47643,-
07.10.2024 15:00 - 07.10.2024 16:00,47471,-
07.10.2024 16:00 - 07.10.2024 17:00,49791,-
07.10.2024 17:00 - 07.10.2024 18:00,52196,-
07.10.2024 18:00 - 07.10.2024 19:00,49371,-
07.10.2024 19:00 - 07.10.2024 20:00,46036,-
07.10.2024 20:00 - 07.10.2024 21:00,45786,-
07.10.2024 21:00 - 07.10.2024 22:00,45244,-
07.10.2024 22:00 - 07.10.2024 23:00,42351,-
07.10.2024 23:00 - 08.10.2024 00:00,39869,-
08.10.2024 00:00 - 08.10.2024 01:00,38556,-
08.10.2024 01:00 - 08.10.2024 02:00,36805,-
08.10.2024 02:00 - 08.10.2024 03:00,36316,-
08.10.2024 03:00 - 08.10.2024 04:00,38071,-
08.10.2024 04:00 - 08.10.2024 05:00,42590,-
08.10.2024 05:00 - 08.10.2024 06:00,47354,-
08.10.2024 06:00 - 08.10.2024 07:00,49177,-
08.10.2024 07:00 - 08.10.2024 08:00,49889,-
08.10.2024 08:00 - 08.10.2024 09:00,50745,-
08.10.2024 09:00 - 08.10.2024 10:00,51347,-
08.10.2024 10:00 - 08.10.2024 11:00,51567,-
08.10.2024 11:00 - 08.10.2024 12:00,50104,-
08.10.2024 12:00 - 08.10.2024 13:00,48435,-
08.10.2024 13:00 - 08.10.2024 14:00,46439,-
08.10.2024 14:00 - 08.10.2024 15:00,45789,-
08.10.2024 15:00 - 08.10.2024 16:00,45766,-
08.10.2024 16:00 - 08.10.2024 17:00,47808,-
08.10.2024 17:00 - 08.10.2024 18:00,50879,-
08.10.2024 18:00 - 08.10.2024 19:00,48869,-
08.10.2024 19:00 - 08.10.2024 20:00,45907,-
08.10.2024 20:00 - 08.10.2024 21:00,45661,-
08.10.2024 21:00 - 08.10.2024 22:00,44944,-
08.10.2024 22:00 - 08.10.2024 23:00,42202,-
08.10.2024 23:00 - 09.10.2024 00:00,39892,-
09.10.2024 00:00 - 09.10.2024 01:00,38722,-
09.10.2024 01:00 - 09.10.2024 02:00,36924,-
09.10.2024 02:00 - 09.10.2024 03:00,36304,-
09.10.2024 03:00 - 09.10.2024 04:00,37963,-
09.10.2024 04:00 - 09.10.2024 05:00,42271,-
09.10.2024 05:00 - 09.10.2024 06:00,46884,-
09.10.2024 06:00 - 09.10.2024 07:00,48979,-
09.10.2024 07:00 - 09.10.2024 08:00,50092,-
09.10.2024 08:00 - 09.10.2024 09:00,50821,-
09.10.2024 09:00 - 09.10.2024 10:00,51790,-
09.10.2024 10:00 - 09.10.2024 11:00,53029,-
09.10.2024 11:00 - 09.10.2024 12:00,52130,-
09.10.2024 12:00 - 09.10.2024 13:00,50967,-
09.10.2024 13:00 - 09.10.2024 14:00,50157,-
09.10.2024 14:00 - 09.10.2024 15:00,49052,-
09.10.2024 15:00 - 09.10.2024 16:00,48558,-
09.10.2024 16:00 - 09.10.2024 17:00,50497,-
09.10.2024 17:00 - 09.10.2024 18:00,52775,-
09.10.2024 18:00 - 09.10.2024 19:00,49739,-
09.10.2024 19:00 - 09.10.2024 20:00,46328,-
09.10.2024 20:00 - 09.10.2024 21:00,46530,-
09.10.2024 21:00 - 09.10.2024 22:00,46026,-
09.10.2024 22:00 - 09.10.2024 23:00,43168,-
09.10.2024 23:00 - 10.10.2024 00:00,40804,-
10.10.2024 00:00 - 10.10.2024 01:00,39412,-
10.10.2024 01:00 - 10.10.2024 02:00,37754,-
10.10.2024 02:00 - 10.10.2024 03:00,36861,-
10.10.2024 03:00 - 10.10.2024 04:00,38449,-
10.10.2024 04:00 - 10.10.2024 05:00,43084,-
10.10.2024 05:00 - 10.10.2024 06:00,48354,-
10.10.2024 06:00 - 10.10.2024 07:00,49796,-
10.10.2024 07:00 - 10.10.2024 08:00,50610,-
10.10.2024 08:00 - 10.10.2024 09:00,50870,-
10.10.2024 09:00 - 10.10.2024 10:00,51218,-
10.10.2024 10:00 - 10.10.2024 11:00,51779,-
10.10.2024 11:00 - 10.10.2024 12:00,50639,-
10.10.2024 12:00 - 10.10.2024 13:00,49091,-
10.10.2024 13:00 - 10.10.2024 14:00,47627,-
10.10.2024 14:00 - 10.10.2024 15:00,46616,-
10.10.2024 15:00 - 10.10.2024 16:00,46695,-
10.10.2024 16:00 - 10.10.2024 17:00,49122,-
10.10.2024 17:00 - 10.10.2024 18:00,52508,-
10.10.2024 18:00 - 10.10.2024 19:00,50037,-
10.10.2024 19:00 - 10.10.2024 20:00,46989,-
10.10.2024 20:00 - 10.10.2024 21:00,47280,-
10.10.2024 21:00 - 10.10.2024 22:00,46731,-
10.10.2024 22:00 - 10.10.2024 23:00,43918,-
10.10.2024 23:00 - 11.10.2024 00:00,41673,-
11.10.2024 00:00 - 11.10.2024 01:00,40477,-
11.10.2024 01:00 - 11.10.2024 02:00,38735,-
11.10.2024 02:00 - 11.10.2024 03:00,38248,-
11.10.2024 03:00 - 11.10.2024 04:00,40325,-
11.10.2024 04:00 - 11.10.2024 05:00,45323,-
11.10.2024 05:00 - 11.10.2024 06:00,50909,-
11.10.2024 06:00 - 11.10.2024 07:00,52515,-
11.10.2024 07:00 - 11.10.2024 08:00,53066,-
11.10.2024 08:00 - 11.10.2024 09:00,52894,-
11.10.2024 09:00 - 11.10.2024 10:00,52508,-
11.10.2024 10:00 - 11.10.2024 11:00,52451,-
11.10.2024 11:00 - 11.10.2024 12:00,50813,-
11.10.2024 12:00 - 11.10.2024 13:00,48713,-
11.10.2024 13:00 - 11.10.2024 14:00,46906,-
11.10.2024 14:00 - 11.10.2024 15:00,45477,-
11.10.2024 15:00 - 11.10.2024 16:00,45484,-
11.10.2024 16:00 - 11.10.2024 17:00,47830,-
11.10.2024 17:00 - 11.10.2024 18:00,51004,-
11.10.2024 18:00 - 11.10.2024 19:00,49403,-
