Time (UTC),Actual Total Load [MW] - France (FR),Day-ahead Total Load Forecast [MW] - France (FR)
2025-06-13 03:00:00+02:00,36222.0,37331.0
2025-06-13 03:15:00+02:00,35898.0,36925.0
2025-06-13 03:30:00+02:00,35573.0,36590.0
2025-06-13 03:45:00+02:00,35141.0,36177.0
2025-06-13 04:00:00+02:00,34709.0,36020.0
2025-06-13 04:15:00+02:00,34700.0,35884.0
2025-06-13 04:30:00+02:00,34691.0,35888.0
2025-06-13 04:45:00+02:00,34996.0,35878.0
2025-06-13 05:00:00+02:00,35301.0,36526.0
2025-06-13 05:15:00+02:00,35766.0,36858.0
2025-06-13 05:30:00+02:00,36230.0,36987.0
2025-06-13 05:45:00+02:00,36632.0,37295.0
2025-06-13 06:00:00+02:00,37034.0,38347.0
2025-06-13 06:15:00+02:00,38105.0,39155.0
2025-06-13 06:30:00+02:00,39176.0,39821.0
2025-06-13 06:45:00+02:00,40064.0,40789.0
2025-06-13 07:00:00+02:00,40952.0,41895.0
2025-06-13 07:15:00+02:00,42163.0,42944.0
2025-06-13 07:30:00+02:00,43374.0,43747.0
2025-06-13 07:45:00+02:00,44189.0,44834.0
2025-06-13 08:00:00+02:00,45003.0,45855.0
2025-06-13 08:15:00+02:00,45711.0,46399.0
2025-06-13 08:30:00+02:00,46418.0,47006.0
2025-06-13 08:45:00+02:00,46920.0,47581.0
2025-06-13 09:00:00+02:00,47421.0,47946.0
2025-06-13 09:15:00+02:00,47763.0,48394.0
2025-06-13 09:30:00+02:00,48105.0,48714.0
2025-06-13 09:45:00+02:00,48544.0,49186.0
2025-06-13 10:00:00+02:00,48983.0,49527.0
2025-06-13 10:15:00+02:00,49069.0,49574.0
2025-06-13 10:30:00+02:00,49155.0,49836.0
2025-06-13 10:45:00+02:00,49562.0,50407.0
2025-06-13 11:00:00+02:00,49968.0,50684.0
2025-06-13 11:15:00+02:00,50011.0,50793.0
2025-06-13 11:30:00+02:00,50054.0,51243.0
2025-06-13 11:45:00+02:00,50776.0,51610.0
2025-06-13 12:00:00+02:00,51497.0,51623.0
2025-06-13 12:15:00+02:00,51239.0,51654.0
2025-06-13 12:30:00+02:00,50981.0,52363.0
2025-06-13 12:45:00+02:00,51949.0,52053.0
2025-06-13 13:00:00+02:00,52916.0,51935.0
2025-06-13 13:15:00+02:00,51887.0,51410.0
2025-06-13 13:30:00+02:00,50858.0,51071.0
2025-06-13 13:45:00+02:00,50522.0,50908.0
2025-06-13 14:00:00+02:00,50185.0,51169.0
2025-06-13 14:15:00+02:00,50343.0,50733.0
2025-06-13 14:30:00+02:00,50500.0,50537.0
2025-06-13 14:45:00+02:00,50287.0,49996.0
2025-06-13 15:00:00+02:00,50074.0,49871.0
2025-06-13 15:15:00+02:00,49667.0,49535.0
2025-06-13 15:30:00+02:00,49260.0,49315.0
2025-06-13 15:45:00+02:00,48366.0,49355.0
2025-06-13 16:00:00+02:00,47472.0,49548.0
2025-06-13 16:15:00+02:00,47341.0,49134.0
2025-06-13 16:30:00+02:00,47209.0,48771.0
2025-06-13 16:45:00+02:00,47422.0,48868.0
2025-06-13 17:00:00+02:00,47634.0,48881.0
2025-06-13 17:15:00+02:00,47636.0,48675.0
2025-06-13 17:30:00+02:00,47637.0,48860.0
2025-06-13 17:45:00+02:00,47834.0,48917.0
2025-06-13 18:00:00+02:00,48031.0,48936.0
2025-06-13 18:15:00+02:00,48052.0,49267.0
2025-06-13 18:30:00+02:00,48072.0,49265.0
2025-06-13 18:45:00+02:00,48237.0,49253.0
2025-06-13 19:00:00+02:00,48401.0,49092.0
2025-06-13 19:15:00+02:00,48186.0,48816.0
2025-06-13 19:30:00+02:00,47971.0,48734.0
2025-06-13 19:45:00+02:00,47261.0,48258.0
2025-06-13 20:00:00+02:00,46550.0,47397.0
2025-06-13 20:15:00+02:00,46020.0,46399.0
2025-06-13 20:30:00+02:00,45489.0,45805.0
2025-06-13 20:45:00+02:00,44969.0,45158.0
2025-06-13 21:00:00+02:00,44449.0,45073.0
2025-06-13 21:15:00+02:00,44422.0,44823.0
2025-06-13 21:30:00+02:00,44395.0,44534.0
2025-06-13 21:45:00+02:00,44239.0,44362.0
2025-06-13 22:00:00+02:00,44082.0,45666.0
2025-06-13 22:15:00+02:00,44996.0,45701.0
2025-06-13 22:30:00+02:00,45910.0,46929.0
2025-06-13 22:45:00+02:00,46200.0,46476.0
2025-06-13 23:00:00+02:00,46490.0,46186.0
2025-06-13 23:15:00+02:00,45841.0,45108.0
2025-06-13 23:30:00+02:00,45192.0,45103.0
2025-06-13 23:45:00+02:00,44609.0,44161.0
2025-06-14 00:00:00+02:00,44400.0,43829.0
2025-06-14 00:15:00+02:00,43150.0,42615.0
2025-06-14 00:30:00+02:00,41900.0,40969.0
2025-06-14 00:45:00+02:00,40850.0,39920.0
2025-06-14 01:00:00+02:00,39800.0,39756.0
2025-06-14 01:15:00+02:00,39600.0,38977.0
2025-06-14 01:30:00+02:00,39400.0,38856.0
2025-06-14 01:45:00+02:00,39200.0,38129.0
2025-06-14 02:00:00+02:00,39000.0,38156.0
2025-06-14 02:15:00+02:00,38200.0,37453.0
2025-06-14 02:30:00+02:00,37400.0,36941.0
2025-06-14 02:45:00+02:00,36700.0,36270.0
2025-06-14 03:00:00+02:00,36000.0,36108.0
2025-06-14 03:15:00+02:00,35650.0,35380.0
2025-06-14 03:30:00+02:00,35300.0,34941.0
2025-06-14 03:45:00+02:00,34850.0,34508.0
2025-06-14 04:00:00+02:00,34400.0,34237.0
2025-06-14 04:15:00+02:00,34250.0,33988.0
2025-06-14 04:30:00+02:00,34100.0,33760.0
2025-06-14 04:45:00+02:00,33850.0,33693.0
2025-06-14 05:00:00+02:00,33600.0,33589.0
2025-06-14 05:15:00+02:00,33700.0,33387.0
2025-06-14 05:30:00+02:00,33800.0,33488.0
2025-06-14 05:45:00+02:00,33700.0,33483.0
2025-06-14 06:00:00+02:00,33600.0,33613.0
2025-06-14 06:15:00+02:00,34000.0,33884.0
2025-06-14 06:30:00+02:00,34400.0,34097.0
2025-06-14 06:45:00+02:00,34650.0,34219.0
2025-06-14 07:00:00+02:00,34900.0,34505.0
2025-06-14 07:15:00+02:00,35350.0,34979.0
2025-06-14 07:30:00+02:00,35800.0,35480.0
2025-06-14 07:45:00+02:00,36400.0,36013.0
2025-06-14 08:00:00+02:00,37000.0,36799.0
2025-06-14 08:15:00+02:00,37800.0,37511.0
2025-06-14 08:30:00+02:00,38600.0,38405.0
2025-06-14 08:45:00+02:00,39300.0,38637.0
2025-06-14 09:00:00+02:00,40000.0,39604.0
2025-06-14 09:15:00+02:00,40700.0,40321.0
2025-06-14 09:30:00+02:00,41400.0,40954.0
2025-06-14 09:45:00+02:00,41750.0,41422.0
2025-06-14 10:00:00+02:00,42100.0,41734.0
2025-06-14 10:15:00+02:00,42450.0,42127.0
2025-06-14 10:30:00+02:00,42800.0,42196.0
2025-06-14 10:45:00+02:00,43000.0,42723.0
2025-06-14 11:00:00+02:00,43200.0,43154.0
2025-06-14 11:15:00+02:00,43550.0,42957.0
2025-06-14 11:30:00+02:00,43900.0,43337.0
2025-06-14 11:45:00+02:00,44950.0,44356.0
2025-06-14 12:00:00+02:00,46000.0,45084.0
2025-06-14 12:15:00+02:00,45850.0,44798.0
2025-06-14 12:30:00+02:00,45700.0,45654.0
2025-06-14 12:45:00+02:00,46600.0,45397.0
2025-06-14 13:00:00+02:00,47500.0,45029.0
2025-06-14 13:15:00+02:00,46250.0,44211.0
2025-06-14 13:30:00+02:00,45000.0,43668.0
2025-06-14 13:45:00+02:00,44900.0,43271.0
2025-06-14 14:00:00+02:00,44800.0,43414.0
2025-06-14 14:15:00+02:00,44350.0,43021.0
2025-06-14 14:30:00+02:00,43900.0,42960.0
2025-06-14 14:45:00+02:00,43900.0,42472.0
2025-06-14 15:00:00+02:00,43900.0,42479.0
2025-06-14 15:15:00+02:00,43450.0,41981.0
2025-06-14 15:30:00+02:00,43000.0,41751.0
2025-06-14 15:45:00+02:00,42600.0,41752.0
2025-06-14 16:00:00+02:00,42200.0,41912.0
2025-06-14 16:15:00+02:00,42000.0,41459.0
2025-06-14 16:30:00+02:00,41800.0,41434.0
2025-06-14 16:45:00+02:00,41850.0,41294.0
2025-06-14 17:00:00+02:00,41900.0,41529.0
2025-06-14 17:15:00+02:00,42050.0,41473.0
2025-06-14 17:30:00+02:00,42200.0,41695.0
2025-06-14 17:45:00+02:00,42450.0,41815.0
2025-06-14 18:00:00+02:00,42700.0,42191.0
2025-06-14 18:15:00+02:00,42950.0,42657.0
2025-06-14 18:30:00+02:00,43200.0,42716.0
2025-06-14 18:45:00+02:00,43350.0,42783.0
2025-06-14 19:00:00+02:00,43500.0,42855.0
2025-06-14 19:15:00+02:00,43400.0,42884.0
2025-06-14 19:30:00+02:00,43300.0,42701.0
2025-06-14 19:45:00+02:00,42850.0,42506.0
2025-06-14 20:00:00+02:00,42400.0,42030.0
2025-06-14 20:15:00+02:00,41850.0,41197.0
2025-06-14 20:30:00+02:00,41300.0,40886.0
2025-06-14 20:45:00+02:00,41000.0,40489.0
2025-06-14 21:00:00+02:00,40700.0,40717.0
2025-06-14 21:15:00+02:00,40550.0,40443.0
2025-06-14 21:30:00+02:00,40400.0,40486.0
2025-06-14 21:45:00+02:00,40600.0,40341.0
2025-06-14 22:00:00+02:00,40800.0,41833.0
2025-06-14 22:15:00+02:00,41600.0,41921.0
2025-06-14 22:30:00+02:00,42400.0,43320.0
2025-06-14 22:45:00+02:00,43150.0,42961.0
2025-06-14 23:00:00+02:00,43900.0,42795.0
2025-06-14 23:15:00+02:00,43500.0,41882.0
2025-06-14 23:30:00+02:00,43100.0,42059.0
2025-06-14 23:45:00+02:00,42400.0,41335.0
2025-06-15 00:00:00+02:00,41600.0,41129.0
2025-06-15 00:15:00+02:00,40700.0,39895.0
2025-06-15 00:30:00+02:00,39800.0,38691.0
2025-06-15 00:45:00+02:00,38750.0,37681.0
2025-06-15 01:00:00+02:00,37700.0,37566.0
2025-06-15 01:15:00+02:00,37250.0,36873.0
2025-06-15 01:30:00+02:00,36800.0,36821.0
2025-06-15 01:45:00+02:00,36600.0,36125.0
2025-06-15 02:00:00+02:00,36400.0,36209.0
2025-06-15 02:15:00+02:00,35350.0,35514.0
2025-06-15 02:30:00+02:00,34300.0,34924.0
2025-06-15 02:45:00+02:00,33700.0,34186.0
2025-06-15 03:00:00+02:00,33100.0,33728.0
2025-06-15 03:15:00+02:00,32700.0,33119.0
2025-06-15 03:30:00+02:00,32300.0,32662.0
2025-06-15 03:45:00+02:00,31900.0,32413.0
2025-06-15 04:00:00+02:00,31500.0,32058.0
2025-06-15 04:15:00+02:00,31250.0,31792.0
2025-06-15 04:30:00+02:00,31000.0,31527.0
2025-06-15 04:45:00+02:00,30800.0,31449.0
2025-06-15 05:00:00+02:00,30600.0,31468.0
2025-06-15 05:15:00+02:00,30600.0,31377.0
2025-06-15 05:30:00+02:00,30600.0,31324.0
2025-06-15 05:45:00+02:00,30400.0,31072.0
2025-06-15 06:00:00+02:00,30200.0,31100.0
2025-06-15 06:15:00+02:00,30300.0,31156.0
2025-06-15 06:30:00+02:00,30400.0,31143.0
2025-06-15 06:45:00+02:00,30600.0,31335.0
2025-06-15 07:00:00+02:00,30800.0,31510.0
2025-06-15 07:15:00+02:00,31000.0,31993.0
2025-06-15 07:30:00+02:00,31200.0,32319.0
2025-06-15 07:45:00+02:00,31700.0,32757.0
2025-06-15 08:00:00+02:00,32200.0,33387.0
2025-06-15 08:15:00+02:00,32850.0,33976.0
2025-06-15 08:30:00+02:00,33500.0,34727.0
2025-06-15 08:45:00+02:00,34250.0,35219.0
2025-06-15 09:00:00+02:00,35000.0,36037.0
2025-06-15 09:15:00+02:00,35600.0,36869.0
2025-06-15 09:30:00+02:00,36200.0,37376.0
2025-06-15 09:45:00+02:00,36850.0,37875.0
2025-06-15 10:00:00+02:00,37500.0,38651.0
2025-06-15 10:15:00+02:00,38100.0,38946.0
2025-06-15 10:30:00+02:00,38700.0,39256.0
2025-06-15 10:45:00+02:00,39150.0,40584.0
2025-06-15 11:00:00+02:00,39600.0,40095.0
2025-06-15 11:15:00+02:00,40100.0,40503.0
2025-06-15 11:30:00+02:00,40600.0,41026.0
2025-06-15 11:45:00+02:00,41400.0,41547.0
2025-06-15 12:00:00+02:00,42200.0,42532.0
2025-06-15 12:15:00+02:00,41900.0,42159.0
2025-06-15 12:30:00+02:00,41600.0,42942.0
2025-06-15 12:45:00+02:00,42400.0,43028.0
2025-06-15 13:00:00+02:00,43200.0,42460.0
2025-06-15 13:15:00+02:00,42050.0,41413.0
2025-06-15 13:30:00+02:00,40900.0,41028.0
2025-06-15 13:45:00+02:00,40400.0,40096.0
2025-06-15 14:00:00+02:00,39900.0,40034.0
2025-06-15 14:15:00+02:00,39750.0,39369.0
2025-06-15 14:30:00+02:00,39600.0,39450.0
2025-06-15 14:45:00+02:00,39600.0,39096.0
2025-06-15 15:00:00+02:00,39600.0,38823.0
2025-06-15 15:15:00+02:00,39300.0,38261.0
2025-06-15 15:30:00+02:00,39000.0,38142.0
2025-06-15 15:45:00+02:00,38550.0,38073.0
2025-06-15 16:00:00+02:00,38100.0,37734.0
2025-06-15 16:15:00+02:00,37800.0,37496.0
